frame,timeSeconds,rosStamp,referenceX,referenceY,referencePsi,predictedX,predictedY,predictedPsi,x,y,psi,accepted,reason,positionErrorM,yawErrorDeg,similarity,rank,iterations,matches,totalMs,perceptionMs,registrationMs,mapSelectionMs,diskLoadMs,informationXX,informationXY,informationXPsi,informationYY,informationYPsi,informationPsiPsi,directionalAccepted,variant
214,21.2983417054566,1717776591.14116,484219.478058518,4977372.37669366,-1.55481817884345,484219.403198355,4977372.39761895,-1.55315167520225,484219.434593427,4977372.38478061,-1.55262569120394,1,accepted,0.0442110048776433,0.125620288378718,0.624877917917202,3,5,184,62.134,55.496,6.589,0.049,0,14.7153334946036,-0.599501397583378,13.2436195903825,11.1008947690918,99.9361965809789,7576.45037975383,0,coarse_binary_quality_recursive
425,42.3992649644748,1717776610.48212,484266.139925541,4977079.73528791,-1.40796638859043,484266.048409104,4977079.72213705,-1.40273210083738,484266.064542962,4977079.75462762,-1.40187749098113,1,accepted,0.0778238880053182,0.348868134900039,0.539608886213359,3,6,264,51.877,43.775,8.063,0.039,0,11.0394945000817,0.0168244300758146,-27.7088074109081,12.0995279984102,3.47823252140762,2838.69908371822,0,coarse_binary_quality_recursive
600,59.9053024831122,1717776626.52947,484337.337048046,4976874.16854747,-1.33756629575711,484337.354867088,4976874.02125689,-1.32544149259933,484337.342041051,4976874.20439876,-1.32939246293482,1,accepted,0.0361973082055606,0.468326123162902,0.53855220578903,3,5,133,60.966,55.3,5.627,0.039,0,10.4138757764642,-0.648419231056323,93.957269046704,11.6029099482886,8.35007008972189,2021.85741961477,0,coarse_binary_quality_recursive
615,61.3994020232331,1717776627.89899,484341.581879079,4976857.28466684,-1.38070277008684,484341.571355991,4976857.32036574,-1.37757094257317,484341.563328649,4976857.36083568,-1.37791592472618,1,accepted,0.0783952225636708,0.15967447732145,0.612261010021786,3,5,206,65.746,58.658,7.033,0.055,0,14.3725004899515,0.559192478460828,76.1822332612994,8.64101217963781,-38.0496761797631,1637.00330162292,0,coarse_binary_quality_recursive
805,80.3991925637517,1717776645.31585,484321.870846659,4976646.23298506,-1.2071132955039,484322.346007548,4976645.96625729,-1.23600617498193,484322.336337259,4976645.96093304,-1.23702415794694,1,accepted,0.539160272932742,-1.71376617958213,0.392441932707521,3,7,77,69.421,63.077,6.306,0.038,0,6.37016105290447,3.2381465460071,32.0679504116056,11.7751278286683,-11.3475934297102,1890.95663929305,0,coarse_binary_quality_recursive
806,80.4993896516082,1717776645.40743,484322.117161437,4976645.53666971,-1.18386460531432,484322.617085205,4976645.25630551,-1.21367631687361,484322.596102444,4976645.20662582,-1.21703812013662,1,accepted,0.581647188335873,-1.90070239093262,0.393735736384705,3,10,82,70.384,62.302,8.042,0.04,0,6.60275262066351,3.47877449496976,37.5786939420833,11.8819286671699,-16.8850673016004,1977.61826420991,0,coarse_binary_quality_recursive
807,80.5715006113104,1717776645.49905,484322.303040095,4976645.0420795,-1.16712230080167,484322.8056548,4976644.70439295,-1.20032827203999,484322.329008372,4976644.82952065,-1.17970468168246,1,accepted,0.214139248123023,-0.720917320695093,0.460234001649601,3,9,125,71.6,63.144,8.417,0.039,0,7.27297276629161,3.64854066183723,36.5202791986902,11.7080971946897,-5.35156302038386,2026.23346634526,0,coarse_binary_quality_recursive
808,80.6994285309097,1717776645.59122,484322.68610879,4976644.15533695,-1.13783914222597,484322.738650571,4976643.95901248,-1.1503020968073,484322.725559455,4976643.95014602,-1.15044745381362,1,accepted,0.208948970233281,-0.722403040758125,0.472271446203679,3,5,140,67.241,60.752,6.449,0.04,0,7.15552838616935,3.61689448526872,32.0064955621712,11.8506968065747,-11.5465404439398,1975.99495719846,0,coarse_binary_quality_recursive
809,80.798897337057,1717776645.68225,484323.003277323,4976643.47530754,-1.11547963402046,484323.059965125,4976643.28493215,-1.12782810973013,484323.026355423,4976643.27920396,-1.1278564941397,1,accepted,0.197456860558993,-0.709141848455995,0.412873503180485,3,7,148,71.472,64.076,7.357,0.039,0,6.50472709802237,3.09602933891017,37.6697368208297,10.3805962561282,-4.6572639768607,1802.15640225873,0,coarse_binary_quality_recursive
810,80.8998163451291,1717776645.77466,484323.339085181,4976642.79514164,-1.09256263463255,484323.379622987,4976642.61463251,-1.10498182830397,484323.290086201,4976642.71634305,-1.10878227639756,1,accepted,0.0927907229210567,-0.929317018349131,0.372870558910751,3,9,132,67.089,58.971,8.071,0.047,0,6.51963206480798,2.69436768555759,48.098219069366,9.27172713337096,-0.183171869578782,1573.47696546122,0,coarse_binary_quality_recursive
811,80.9989671935347,1717776645.8659,484323.6833056,4976642.13573989,-1.07007998302637,484323.64869686,4976642.07062938,-1.08635168597256,484323.614142978,4976642.05347808,-1.085815442672,1,accepted,0.107473130282438,-0.901575426393342,0.311535019975002,3,12,131,75.725,65.59,10.095,0.04,0,6.1144475081091,2.52531654842289,62.2945584473089,8.49270281681375,2.5489424531237,1595.46532991325,0,coarse_binary_quality_recursive
812,81.0993556263967,1717776645.95734,484324.04568233,4976641.47613436,-1.04763320872701,484323.991954672,4976641.40751208,-1.0633316657487,484324.01839987,4976641.39600368,-1.06494113387466,1,accepted,0.0846478511229543,-0.991671063089056,0.301392095434116,3,7,133,67.793,59.865,7.888,0.04,0,6.07880414286053,2.49092905270599,48.2994547764282,8.76504702887675,-3.78413864796225,1397.05062488694,0,coarse_binary_quality_recursive
813,81.199400279316,1717776646.04899,484324.422081748,4976640.8262923,-1.02524040244878,484324.408320146,4976640.76025447,-1.04244909538902,484324.145154824,4976640.84495552,-1.03094610741262,1,accepted,0.277555107220426,-0.326912813574878,0.263662111012835,3,21,139,80.192,64.443,15.706,0.043,0,6.54880676037978,2.41884861199187,37.478518182835,7.91279791860144,7.8838419748848,1589.49526624956,0,coarse_binary_quality_recursive
814,81.2993188875502,1717776646.14101,484324.812930405,4976640.18629848,-1.00291683043731,484324.55706291,4976640.22398337,-1.00851485966344,484324.508439601,4976640.22954404,-1.00725916253629,1,accepted,0.307546464568039,-0.248797302515327,0.275815582166541,3,16,145,74.08,61.046,12.976,0.058,0,7.2549183809631,2.21494298194415,20.033562268316,7.61991976414945,17.6662209819695,1661.49715598018,0,coarse_binary_quality_recursive
815,81.3993734693835,1717776646.23264,484325.219656828,4976639.55292464,-0.9806034405899,484324.935076143,4976639.61780286,-0.984920141281894,484324.890437974,4976639.63944304,-0.985654101926324,1,accepted,0.340397542527608,-0.289381578327003,0.306424170346926,3,27,159,81.138,63.039,18.055,0.044,0,7.46531170823247,1.92135742314449,5.14403873297973,6.87000083877084,32.2359641701087,1854.31090355252,0,coarse_binary_quality_recursive
816,81.4997665714795,1717776646.32482,484325.64157004,4976638.9251028,-0.957880898530569,484325.33192124,4976639.03452155,-0.963096907696597,484325.33192124,4976639.03452155,-0.963096907696597,0,inconsistentClasses,0.32841260804112,-0.298855311114947,0.285654800478637,3,23,161,76.485,61.48,14.962,0.043,0,7.63855960237717,0.749767931794211,28.3389600536971,5.4332538479626,23.318567278812,1771.11329515922,0,coarse_binary_quality_recursive
817,81.5666478426427,1717776646.41593,484325.931626634,4976638.51104811,-0.942905566868331,484325.63435797,4976638.63508741,-0.947978518798055,484325.307262382,4976638.80755239,-0.969653856161064,1,accepted,0.691191366469998,-1.53256408566857,0.268226632482832,3,21,166,74.307,59.729,14.529,0.049,0,7.32897907307542,0.666410913323169,35.2987543773189,5.25090571003737,17.445695273524,1525.67387843897,0,coarse_binary_quality_recursive
820,81.8989208689296,1717776646.69069,484327.443659168,4976636.53249132,-0.868168956392734,484326.875922036,4976636.81216219,-0.896924465142002,484326.878406421,4976636.87460957,-0.894030185404102,1,accepted,0.660723512866266,-1.48173927537267,0.330965992192466,3,14,192,72.465,59.9,12.522,0.043,0,7.799142185342,1.15561210284738,-5.14887262140879,6.34735777226024,30.2174664835114,1889.37178662276,0,coarse_binary_quality_recursive
830,82.8988254425692,1717776647.6071,484332.928437865,4976631.18471863,-0.639398132149512,484332.557368518,4976631.55174643,-0.668140430144194,484332.418160299,4976631.52500585,-0.674425341359117,1,accepted,0.613333993868628,-2.00691125583213,0.38214803043172,3,14,198,78.256,66.884,11.319,0.053,0,7.61373408329662,-0.0247697807575858,23.7816745197721,6.38162696599041,29.9943226433705,1871.0165713549,0,coarse_binary_quality_recursive
832,83.0989883759986,1717776647.79034,484334.172763644,4976630.23561773,-0.594165993692104,484333.681524126,4976630.58986843,-0.628450329756379,484333.662171604,4976630.50810912,-0.629330079527889,1,accepted,0.578753648747817,-2.01475370882626,0.386041425054567,3,14,193,74.314,63.082,11.189,0.043,0,7.86431147682965,-0.158851905263034,32.7895441353648,6.73176161071213,31.2751542906938,1872.90749176729,0,coarse_binary_quality_recursive
842,84.0996605421504,1717776648.70796,484341.050185355,4976626.27066356,-0.380283940092553,484340.991715619,4976626.38000143,-0.397579008554668,484341.106976804,4976626.40270246,-0.420314678330699,1,accepted,0.143734265704774,-2.29359235183873,0.444696377085355,3,19,152,75.822,62.903,12.879,0.04,0,8.4825167838135,-0.668645525293086,29.6083085578662,8.00317899097813,5.91738985843397,994.466590649815,0,coarse_binary_quality_recursive
855,85.399406406021,1717776649.8992,484351.546517318,4976623.17733577,-0.184775899459737,484351.704152242,4976623.33095676,-0.192173181025851,484351.688725195,4976623.3341581,-0.191242382449795,1,accepted,0.211698667404933,-0.370502183623465,0.57649601035893,3,5,255,73.341,66.115,7.185,0.041,0,9.93273724387707,1.17301916321816,-17.1679241326468,9.34881241213007,55.6861171725234,2801.39519899537,0,coarse_binary_quality_recursive
943,94.1987940886419,1717776657.96548,484444.355823193,4976627.06621538,0.102108992755031,484444.266120925,4976627.07078153,0.110277547245053,484444.238027558,4976627.07923048,0.111061513367475,1,accepted,0.118512464579092,0.512941647096908,0.562190972363392,3,5,243,61.554,54.259,7.256,0.039,0,10.9337154769285,-0.0585093715458603,31.5339169838883,13.3858677738594,67.5722162672709,7497.49775997585,0,coarse_binary_quality_recursive
959,95.7989984956552,1717776659.43307,484463.165328702,4976629.3906253,0.105522648670673,484463.095612379,4976629.24003209,0.117240416021341,484462.882195232,4976628.7952979,0.175793800665922,1,accepted,0.659226270863593,4.02624043085004,0.376862470404239,3,11,136,68.24,59.018,9.184,0.038,0,9.63955862174466,-0.193315435163561,22.8128549482144,11.9811950316596,97.2866688429031,1126.45453264212,0,coarse_binary_quality_recursive
966,96.4987656687502,1717776660.07424,484471.480567774,4976630.46542362,0.108702882682351,484471.481007584,4976630.36256653,0.117830517266828,484471.497268647,4976630.3947762,0.119887351840134,1,accepted,0.072594606701117,0.640822878835234,0.464578888458865,3,8,208,63.211,55.034,8.138,0.039,0,8.40979674546911,-0.298972181495302,40.3387717482149,12.401283126731,56.8367470244877,1009.02956510453,0,coarse_binary_quality_recursive
1047,104.571205321983,1717776667.49899,484564.271862073,4976642.61873271,0.126309269507398,484564.410312964,4976642.58062997,0.136120258551288,484564.453166026,4976642.59485683,0.135757049789248,1,accepted,0.182869299370486,0.541317935916937,0.608699191267192,3,5,245,65.929,58.592,7.298,0.039,0,11.3545931493648,-0.225560224549361,76.9273913915806,15.3318388422286,-75.2927192322415,4085.53559018071,0,coarse_binary_quality_recursive
1137,113.574456738946,1717776675.74966,484669.871778365,4976659.07822864,0.125977573173384,484669.822823138,4976658.99187927,0.13225920325693,484669.875902214,4976659.01684439,0.132788112670576,1,accepted,0.0615226126721021,0.390215169396279,0.598365794809954,3,6,249,74.067,66.67,7.36,0.037,0,8.97790894756684,-0.062885736847611,5.41835058041966,13.2921846762421,-1.7603934227133,2231.74120455366,0,coarse_binary_quality_recursive
28,2.69885396896601,1717776574.09055,484200.464803196,4977499.98371771,-2.13052669075943,484200.430679067,4977500.03009434,-2.13428938490088,484200.419458457,4977500.0216802,-2.13347071813945,1,accepted,0.0591379409413559,-0.168680343646477,0.680394649947326,3,4,144,65.395,59.969,5.375,0.051,0,10.3370601345771,-0.902025792649458,92.6746631842618,11.7688910349922,-26.7462809067188,3030.2256151613,0,coarse_commonInitialGuess
91,8.99964395989581,1717776579.86573,484193.853855045,4977485.48400909,-1.63795998492176,484194.645206102,4977485.36629749,-1.64496822954256,484194.665749566,4977485.41466714,-1.64930167483111,1,accepted,0.814850304732692,-0.649830964351558,0.45038497212812,3,9,198,75.653,67.228,8.386,0.039,0,7.84109096813425,0.848075853272333,5.9121304767368,9.11776015354134,19.8162203975892,1447.59234797,0,coarse_commonInitialGuess
92,9.09923735126782,1717776579.95723,484193.803258615,4977484.98879146,-1.60809194331152,484194.666385792,4977484.91733909,-1.61976530077507,484194.645654335,4977484.9269052,-1.62126931527021,1,accepted,0.844665886034694,-0.755007798306954,0.403164201118354,3,6,193,79.201,72.159,7.004,0.038,0,7.49620806686223,0.665666524087836,6.545729121479,8.66535453288469,29.7367919430608,1583.12961273229,0,coarse_commonInitialGuess
94,9.29898263593232,1717776580.14045,484193.755599737,4977483.96797225,-1.54852504049152,484194.601436866,4977483.91683586,-1.56783644840645,484194.573892701,4977483.94246038,-1.5681988956845,1,accepted,0.818690558731339,-1.12722886930915,0.258379496466521,3,13,141,76.988,66.921,10.03,0.037,0,6.7227959346725,0.548082812244503,13.2570433199465,7.05070473262434,18.8073717007895,1352.60156867888,0,coarse_commonInitialGuess
214,21.2983417054566,1717776591.14116,484219.478058518,4977372.37669366,-1.55481817884345,484219.407644452,4977372.39757816,-1.55299641283365,484219.436895916,4977372.38604022,-1.55244111125961,1,accepted,0.0422104030288689,0.136195940171655,0.632870775000945,3,5,184,62.427,55.496,6.891,0.04,0,14.8161197714306,-0.570638669505681,9.79723340781335,11.2255206485685,97.2594668432924,7683.05991262848,0,coarse_commonInitialGuess
425,42.3992649644748,1717776610.48212,484266.139925541,4977079.73528791,-1.40796638859043,484266.047283011,4977079.72027184,-1.40277299888199,484266.063625909,4977079.7470743,-1.40200801542573,1,accepted,0.0772046176685509,0.341389635101212,0.549769701580477,3,6,264,51.966,43.775,8.15,0.041,0,11.1728511223653,0.0796450065885203,-45.800566045258,12.2436222488786,-8.30622607773992,3104.73614198789,0,coarse_commonInitialGuess
600,59.9053024831122,1717776626.52947,484337.337048046,4976874.16854747,-1.33756629575711,484337.362188015,4976874.01743574,-1.32528205985925,484337.35381138,4976874.20497816,-1.32970311026044,1,accepted,0.0401024294947707,0.450527342487301,0.542770552221987,3,5,133,62.323,55.3,6.984,0.039,0,10.4368971073517,-0.64705232612879,92.8196038707105,11.6132378525555,8.10424295462404,1999.10676424128,0,coarse_commonInitialGuess
615,61.3994020232331,1717776627.89899,484341.581879079,4976857.28466684,-1.38070277008684,484341.574399188,4976857.31282029,-1.3776981640245,484341.567485959,4976857.34308931,-1.37808532611669,1,accepted,0.0601693136860666,0.149968492601349,0.627533801529775,3,5,206,65.336,58.658,6.637,0.041,0,14.5631494643424,0.443910748961401,62.5124173720756,8.69284894088191,-37.1392784958279,1488.43910688032,0,coarse_commonInitialGuess
805,80.3991925637517,1717776645.31585,484321.870846659,4976646.23298506,-1.2071132955039,484322.338957464,4976645.96124745,-1.23731995081633,484322.340759921,4976645.94341496,-1.23851248004692,1,accepted,0.551968584980884,-1.7990407544672,0.392210596833834,3,7,77,69.374,63.077,6.257,0.04,0,6.42649193278086,3.24248619667669,33.1758027657562,11.7514616283628,-11.4686606276278,1969.94456775498,0,coarse_commonInitialGuess
806,80.4993896516082,1717776645.40743,484322.117161437,4976645.53666971,-1.18386460531432,484322.620458843,4976645.23837036,-1.21516463897475,484322.618354496,4976645.18543437,-1.21807094194263,1,accepted,0.612013677489552,-1.95987872140563,0.387773671949967,3,9,83,69.784,62.302,7.442,0.04,0,6.44801801365005,3.36759628431598,32.5260014962607,11.8030877648138,-18.7810418264273,1916.45707528138,0,coarse_commonInitialGuess
807,80.5715006113104,1717776645.49905,484322.303040095,4976645.0420795,-1.16712230080167,484322.827388024,4976644.68298534,-1.20136109384686,484322.833272795,4976644.62601921,-1.19710901990919,1,accepted,0.673982849437485,-1.71811244630495,0.388874025493238,3,9,126,73.073,63.144,9.877,0.052,0,5.92033240597956,3.3745903267982,27.6765347404958,11.5885247870658,-16.2516330715275,1782.22561229078,0,coarse_commonInitialGuess
808,80.6994285309097,1717776645.59122,484322.68610879,4976644.15533695,-1.13783914222597,484323.2277031,4976643.74851369,-1.16770643503794,484322.723704357,4976643.94405185,-1.15130881293292,1,accepted,0.214603868266229,-0.771755282938833,0.467806647140326,3,16,140,74.158,60.752,13.363,0.043,0,7.27578144931653,3.6085541005176,23.2064347532292,11.6863250578044,-10.4390908457991,1961.74637813231,0,coarse_commonInitialGuess
809,80.798897337057,1717776645.68225,484323.003277323,4976643.47530754,-1.11547963402046,484323.057536915,4976643.27855018,-1.12868946885067,484323.034446479,4976643.26965122,-1.12864497827922,1,accepted,0.208004901264632,-0.754318661863358,0.416650337690674,3,6,148,71.488,64.076,7.37,0.042,0,6.67072998004266,3.16958301992342,31.370578051805,10.4150058134636,-5.28259727879269,1831.02060367995,0,coarse_commonInitialGuess
810,80.8998163451291,1717776645.77466,484323.339085181,4976642.79514164,-1.09256263463255,484323.38718993,4976642.60480143,-1.10577031244278,484323.302820208,4976642.70243363,-1.10977296601606,1,accepted,0.0995486015507323,-0.986079352296907,0.376756644048246,3,10,132,68.342,58.971,9.331,0.04,0,6.64538418718167,2.7682207202763,43.7686210429204,9.24431490173991,-1.23730170887905,1601.42518789598,0,coarse_commonInitialGuess
811,80.9989671935347,1717776645.8659,484323.6833056,4976642.13573989,-1.07007998302637,484323.66079099,4976642.056365,-1.08734237559167,484323.628912523,4976642.03797405,-1.08729954775497,1,accepted,0.111878356111428,-0.986608384001164,0.314593446730445,3,15,131,77.73,65.59,12.1,0.04,0,6.2127768130154,2.56136583737029,60.9060168750177,8.52198048522379,1.87503576589591,1609.99839836742,0,coarse_commonInitialGuess
812,81.0993556263967,1717776645.95734,484324.04568233,4976641.47613436,-1.04763320872701,484324.005765121,4976641.39144805,-1.06481577083172,484324.021624104,4976641.38065991,-1.06694068496741,1,accepted,0.0984589720202048,-1.10623690162445,0.296057533178717,3,11,133,68.762,59.865,8.851,0.046,0,6.08901193461036,2.47230020992293,46.9069456457646,8.67713428403323,-3.3776465481766,1399.0629534748,0,coarse_commonInitialGuess
813,81.199400279316,1717776646.04899,484324.422081748,4976640.8262923,-1.02524040244878,484324.410272388,4976640.74413231,-1.04444864648337,484324.339216842,4976640.80074877,-1.03824979899941,1,accepted,0.0867125381459031,-0.745383516363312,0.256600253742662,3,13,140,75.783,64.443,11.298,0.042,0,6.42652198955851,2.23870600006405,43.3795980909485,7.95849264990252,5.64660580101167,1506.15960378077,0,coarse_commonInitialGuess
814,81.2993188875502,1717776646.14101,484324.812930405,4976640.18629848,-1.00291683043731,484324.746578593,4976640.17678476,-1.01581855125142,484324.475599684,4976640.23779798,-1.00896910134457,1,accepted,0.341239232675703,-0.346769579455692,0.273892778474102,3,25,145,78.106,61.046,17.019,0.041,0,7.18032695810564,2.20697942223171,15.2445294134872,7.37192314889107,18.2471581656893,1633.8487665492,0,coarse_commonInitialGuess
815,81.3993734693835,1717776646.23264,484325.219656828,4976639.55292464,-0.9806034405899,484324.901189563,4976639.62532817,-0.986630080084814,484324.901189563,4976639.62532817,-0.986630080084814,0,notConverged,0.32659404512961,-0.345301007705426,0.29365483612773,3,40,157,89.258,63.039,26.178,0.041,0,7.35669939643935,1.84020676890535,-0.307563314152062,6.3843434271849,31.6430452364054,1810.93122928691,0,coarse_commonInitialGuess
816,81.4997665714795,1717776646.32482,484325.64157004,4976638.9251028,-0.957880898530569,484325.342082228,4976639.01997609,-0.964072885855087,484324.947880683,4976639.25734085,-0.98740273167089,1,accepted,0.769146959709281,-1.69147644242981,0.296452755445429,3,19,160,76.312,61.48,14.788,0.044,0,7.7947268566883,0.717208380940035,29.9083094380425,5.36455310905971,23.0668566829395,1822.24363130633,0,coarse_commonInitialGuess
817,81.5666478426427,1717776646.41593,484325.931626634,4976638.51104811,-0.942905566868331,484325.240520461,4976638.85067445,-0.972284342772923,484325.293338202,4976638.82047796,-0.97150368125819,1,accepted,0.709336983448637,-1.63855125657126,0.275992633489346,3,12,165,71.465,59.729,11.687,0.049,0,7.49633808576463,0.613407214234138,38.2510052156102,5.14479312059886,16.1619001339134,1545.39423189553,0,coarse_commonInitialGuess
820,81.8989208689296,1717776646.69069,484327.443659168,4976636.53249132,-0.868168956392734,484326.889143419,4976636.85177472,-0.892127362784881,484326.871146365,4976636.89992845,-0.894654159783136,1,accepted,0.680280053542862,-1.51749037381564,0.339255686792589,3,13,192,71.93,59.9,11.989,0.041,0,8.07622336733339,1.25379549624053,-9.96626523650449,6.29053024737305,29.4349527444053,1970.46126158039,0,coarse_commonInitialGuess
830,82.8988254425692,1717776647.6071,484332.928437865,4976631.18471863,-0.639398132149512,484332.558362299,4976631.55876452,-0.668766526701572,484332.424231401,4976631.53387988,-0.67505668062051,1,accepted,0.613300687980043,-2.04308433095087,0.375900929889485,3,15,198,78.839,66.884,11.913,0.042,0,7.70330340317375,0.014367743496181,23.5735820404545,6.20421878830714,28.6313400023126,1871.06860584333,0,coarse_commonInitialGuess
832,83.0989883759986,1717776647.79034,484334.172763644,4976630.23561773,-0.594165993692104,484333.678716939,4976630.57995107,-0.629343806467278,484333.666925027,4976630.50507906,-0.629917598866314,1,accepted,0.573133592129884,-2.04841608730032,0.380624058746446,3,14,193,74.077,63.082,10.954,0.041,0,7.94492564023683,-0.149783448128606,34.3385236391287,6.63930850610321,31.0711413129644,1843.55695107173,0,coarse_commonInitialGuess
842,84.0996605421504,1717776648.70796,484341.050185355,4976626.27066356,-0.380283940092553,484340.997203603,4976626.37646658,-0.396403246677744,484341.043883069,4976626.392669,-0.412512273417967,1,accepted,0.122168099195706,-1.84654748028708,0.479519010093731,3,19,152,76.388,62.903,13.447,0.038,0,8.80557206367171,-0.625030550130507,30.1581889895186,8.40832815982521,10.661006472042,1015.5939837576,0,coarse_commonInitialGuess
855,85.399406406021,1717776649.8992,484351.546517318,4976623.17733577,-0.184775899459737,484351.699123741,4976623.33053504,-0.1919618350248,484351.683578437,4976623.33253537,-0.190974987593583,1,accepted,0.207057158650993,-0.355181586898974,0.578672570517132,3,5,255,73.138,66.115,6.985,0.038,0,10.3431782961211,1.07648204915385,-12.8796447100891,9.53803251633646,66.0876860589637,2906.05526440101,0,coarse_commonInitialGuess
943,94.1987940886419,1717776657.96548,484444.355823193,4976627.06621538,0.102108992755031,484444.264193921,4976627.07296398,0.110319455364501,484444.240897945,4976627.08340767,0.111054881832016,1,accepted,0.11620407596952,0.512561688103456,0.577163409484684,3,5,243,61.985,54.259,7.688,0.038,0,11.2908589958137,-0.0268284776739293,32.7819178794787,13.7527200658032,71.1528417285622,7357.18155459462,0,coarse_commonInitialGuess
959,95.7989984956552,1717776659.43307,484463.165328702,4976629.3906253,0.105522648670673,484463.104705193,4976629.24779767,0.116486360065073,484462.871592213,4976628.79812543,0.176041664869543,1,accepted,0.661314760175685,4.04044200360989,0.373343499534229,3,11,136,67.649,59.018,8.586,0.045,0,9.54987972790254,-0.186265894351913,22.9756387139741,11.8790863524233,95.6118884710085,1124.11910929251,0,coarse_commonInitialGuess
966,96.4987656687502,1717776660.07424,484471.480567774,4976630.46542362,0.108702882682351,484471.464743474,4976630.36883797,0.117617632479096,484471.486794205,4976630.39616134,0.119533179279055,1,accepted,0.0695415895144455,0.620530285866076,0.472384540405015,3,7,208,62.655,55.034,7.583,0.038,0,8.64526839744276,-0.278481574436299,41.8868616617463,12.609710921225,56.936561402991,1024.38599864953,0,coarse_commonInitialGuess
1047,104.571205321983,1717776667.49899,484564.271862073,4976642.61873271,0.126309269507398,484564.405598285,4976642.58157312,0.13606390624507,484564.445489356,4976642.60474982,0.13611552332656,1,accepted,0.174189421373607,0.561856956672048,0.608448643536864,3,5,245,66.82,58.592,8.189,0.039,0,11.3881407807503,-0.21058766224489,75.159544809853,15.3680562546544,-72.2863431906036,3912.68902158405,0,coarse_commonInitialGuess
1137,113.574456738946,1717776675.74966,484669.871778365,4976659.07822864,0.125977573173384,484669.824529584,4976658.99187235,0.132247380811241,484669.874925498,4976659.01593319,0.132558623005043,1,accepted,0.0623748977515685,0.377066380119376,0.601987804721906,3,6,249,74.476,66.67,7.768,0.038,0,9.06799136170779,-0.0098641225391759,9.73602796258842,13.3221013523884,-4.32537451922035,2255.9692175986,0,coarse_commonInitialGuess
28,2.69885396896601,1717776574.09055,484200.464803196,4977499.98371771,-2.13052669075943,484200.430679067,4977500.03009434,-2.13428938490088,484200.472073271,4977500.004617,-2.13242527938826,1,accepted,0.0221276851187387,-0.108781115463888,0.889098042108678,3,4,75,1071.464,1067.949,3.478,0.037,0,12.71547358692,-2.07104041363781,69.4870239097249,13.663409377496,-41.2576439106936,2697.27617024917,0,fine_commonInitialGuess
91,8.99964395989581,1717776579.86573,484193.853855045,4977485.48400909,-1.63795998492176,484194.645206102,4977485.36629749,-1.64496822954256,484194.549479644,4977485.38820108,-1.64764599796975,1,accepted,0.70219139685324,-0.55496766795853,0.596401067347108,3,8,121,3406.496,3400.638,5.818,0.04,0,9.34128160147748,2.19194237533304,-3.96885073772501,10.9886304547381,36.5251796768101,1437.36853266265,0,fine_commonInitialGuess
92,9.09923735126782,1717776579.95723,484193.803258615,4977484.98879146,-1.60809194331152,484194.666385792,4977484.91733909,-1.61976530077507,484194.594744848,4977484.86741794,-1.61680325999284,1,accepted,0.800738402036114,-0.499121679841494,0.565463597633381,3,7,125,1892.145,1886.221,5.885,0.039,0,9.62623501925625,1.75568745342087,-2.01732331649613,11.4432412521817,42.9950257356805,1504.96961785117,0,fine_commonInitialGuess
94,9.29898263593232,1717776580.14045,484193.755599737,4977483.96797225,-1.54852504049152,484194.601436866,4977483.91683586,-1.56783644840645,484194.543654524,4977483.87944902,-1.56338441883255,1,accepted,0.793011166282846,-0.85137966512928,0.387128688521895,3,10,106,2154.861,2148.349,6.473,0.039,0,7.70824228559766,0.642020156124072,7.4960851918781,9.23586573778934,46.9169597609225,1696.4217643719,0,fine_commonInitialGuess
214,21.2983417054566,1717776591.14116,484219.478058518,4977372.37669366,-1.55481817884345,484219.407644452,4977372.39757816,-1.55299641283365,484219.428691719,4977372.37772596,-1.55242438512463,1,accepted,0.0493775909522537,0.137154277113317,0.882121440645022,3,5,95,1498.138,1493.421,4.678,0.039,0,17.7408006687566,-0.261220802525352,-2.38026255792525,12.3086654603094,79.7589516932992,7698.56617377142,0,fine_commonInitialGuess
425,42.3992649644748,1717776610.48212,484266.139925541,4977079.73528791,-1.40796638859043,484266.047283011,4977079.72027184,-1.40277299888199,484265.998718319,4977079.74988259,-1.39817814593415,1,accepted,0.141959446242398,0.560824993054568,0.893482431465999,3,5,114,1680.034,1674.919,5.076,0.039,0,12.8454441339938,0.659985855409517,44.1309404672618,12.1482896533379,38.1750872833367,1434.90901253527,0,fine_commonInitialGuess
600,59.9053024831122,1717776626.52947,484337.337048046,4976874.16854747,-1.33756629575711,484337.362188015,4976874.01743574,-1.32528205985925,484337.193924308,4976874.14235542,-1.32675792021719,1,accepted,0.145500610176076,0.619274301829644,0.807974699208304,3,7,35,1223.568,1219.206,4.324,0.038,0,12.3651800927189,-0.070296611308658,85.0962383806979,11.5965575225798,7.3459438082315,1706.45862334283,0,fine_commonInitialGuess
615,61.3994020232331,1717776627.89899,484341.581879079,4976857.28466684,-1.38070277008684,484341.574399188,4976857.31282029,-1.3776981640245,484341.578352411,4976857.28841877,-1.38128082257295,1,accepted,0.0051492058044391,-0.0331199677912038,0.888308369403125,3,5,81,2406.856,2402.555,4.263,0.038,0,19.0658018792161,0.82686423681244,60.4619971312795,8.99643466748224,-33.9076520525854,1314.28946951985,0,fine_commonInitialGuess
