method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
optimized,700,2,12,496,68.927,62.983,5.926,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,350,3,12,497,65.198,59.088,6.091,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,12,498,76.506,62.562,13.923,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,550,2,12,499,73.159,64.861,8.273,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,12,500,92.157,76.235,15.899,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,260,2,12,501,76.684,62.173,14.489,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,12,502,64.292,57.074,7.194,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,120,3,12,503,82.385,64.68,17.683,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,12,504,71.276,64.157,7.095,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,2,13,505,94.936,79.129,15.786,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,13,506,79.897,73.113,6.765,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,260,3,13,507,80.078,66.87,13.186,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,13,508,67.865,61.441,6.4,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,2,13,509,66.142,59.307,6.813,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,13,510,77.223,62.402,14.793,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,900,1,13,511,94.56,79.428,15.112,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,13,512,81.091,72.678,8.39,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,1050,2,13,513,71.98,66.031,5.928,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,13,514,85.909,69.327,16.562,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,2,13,515,64.823,57.928,6.873,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,13,516,79.571,62.834,16.717,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,3,13,517,78.533,63.833,14.681,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,13,518,65.814,59.245,6.548,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,700,1,13,519,87.653,79.815,7.818,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,13,520,82.535,69.788,12.721,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,260,1,13,521,75.104,63.161,11.915,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,13,522,65.226,59.317,5.883,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,1,13,523,66.506,59.934,6.551,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,13,524,87.801,67.38,20.401,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,1050,3,13,525,83.015,68.321,14.672,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,13,526,72.498,66.774,5.705,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,550,3,13,527,78.774,70.976,7.777,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,13,528,92.242,78.618,13.603,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,3,13,529,90.06,72.042,17.996,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,13,530,69.451,62.239,7.191,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,1050,1,13,531,87.901,71.705,16.174,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,13,532,69.648,63.561,6.063,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,700,3,13,533,83.049,72.492,10.535,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,13,534,69.79,63.619,6.148,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,120,2,13,535,65.22,57.756,7.437,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,13,536,87.17,65.293,21.853,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,1,13,537,75.609,69.498,6.084,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,13,538,93.867,77.726,16.12,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,900,3,13,539,92.115,78.23,13.859,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,13,540,76.404,70.182,6.201,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,350,1,13,541,79.849,65.768,14.06,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,13,542,65.081,58.248,6.806,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,700,2,13,543,86.203,72.993,13.189,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,13,544,71.41,65.462,5.928,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,550,2,13,545,91.719,74.968,16.73,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,13,546,74.165,67.396,6.748,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,900,3,14,547,74.718,69.159,5.54,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,14,548,94.613,78.389,16.197,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,550,3,14,549,86.189,73.452,12.716,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,14,550,75.412,68.743,6.645,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,900,2,14,551,94.808,78.621,16.167,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,14,552,77.144,70.247,6.877,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,550,2,14,553,75.553,67.718,7.81,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,14,554,98.355,80.163,18.17,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,120,3,14,555,68.795,62.674,6.1,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,14,556,90.424,69.445,20.956,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,1,14,557,106.568,83.194,23.35,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,14,558,67.975,59.922,8.031,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,260,2,14,559,82.538,67.553,14.964,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,14,560,66.825,59.753,7.048,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,550,1,14,561,76.223,69.167,7.035,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,14,562,92.714,76.97,15.722,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,350,2,14,563,68.566,61.843,6.702,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,14,564,87.099,67.979,19.094,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,260,3,14,565,80.233,66.314,13.897,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,14,566,73.921,65.934,7.961,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,1050,3,14,567,75.679,68.842,6.811,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,14,568,91.544,74.667,16.855,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,120,2,14,569,93.139,71.336,21.782,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,14,570,70.107,61.794,8.292,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,350,3,14,571,82.548,67.559,14.967,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,14,572,70.043,61.556,8.463,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,900,1,14,573,80.4,73.078,7.298,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,14,574,102.571,85.244,17.306,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,1050,2,14,575,89.533,71.042,18.471,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,14,576,69.834,63.565,6.25,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,1,14,577,69.841,63.322,6.494,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,14,578,87.7,68.877,18.801,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,700,3,14,579,83.36,71.242,12.094,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,14,580,71.899,66.392,5.484,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,2,14,581,73.756,66.678,7.059,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,14,582,87.915,73.437,14.458,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,14,583,74.312,67.593,6.694,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,14,584,92.571,77.282,15.267,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,1,14,585,65.999,58.811,7.167,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,14,586,81.658,66.872,14.764,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,1,14,587,65,58.254,6.723,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,14,588,81.128,67.624,13.48,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,15,589,63.171,57.706,5.444,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,15,590,77.722,64.315,13.387,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,120,1,15,591,88.046,66.877,21.149,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,15,592,67.467,60.338,7.111,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,900,2,15,593,106.637,85.32,21.291,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,15,594,84.177,77.232,6.925,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,700,2,15,595,86.862,71.392,15.449,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,15,596,70.83,64.25,6.561,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,550,3,15,597,92.346,77.295,15.029,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,15,598,73.572,66.917,6.628,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,120,2,15,599,68.74,60.846,7.866,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,15,600,87.768,65.547,22.198,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,3,15,601,70.15,64.783,5.347,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,15,602,83.356,71.491,11.843,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,350,3,15,603,78.31,63.041,15.243,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,15,604,67.136,59.269,7.843,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,260,2,15,605,78.27,62.258,15.99,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,15,606,64.66,58.113,6.522,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,350,2,15,607,66.384,59.157,7.198,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,15,608,80.626,64.181,16.421,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,900,3,15,609,98.654,84.056,14.577,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,15,610,78.736,71.192,7.521,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,1050,1,15,611,70.599,64.235,6.343,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,15,612,87.935,69.84,18.073,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,1,15,613,94.817,78.541,16.255,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,15,614,79.807,72.11,7.677,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,550,1,15,615,71.006,64.549,6.43,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,15,616,95.805,79.828,15.957,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,120,3,15,617,89.022,67.496,21.504,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,15,618,73.022,62.242,10.755,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,1050,2,15,619,94.006,75.442,18.539,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,15,620,72.367,65.005,7.333,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,550,2,15,621,94.255,76.467,17.767,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,15,622,76.333,67.925,8.385,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,1050,3,15,623,87.827,72.099,15.705,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,15,624,71.423,65.166,6.23,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,350,1,15,625,81.162,65.461,15.677,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,15,626,64.397,57.403,6.967,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,700,1,15,627,87.608,73.995,13.585,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,15,628,70.936,62.83,8.08,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,260,3,15,629,66.194,58.398,7.77,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,15,630,79.443,64.214,15.205,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,350,2,16,631,65.159,57.571,7.56,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,16,632,96.595,78.507,18.065,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,550,1,16,633,91.399,75.324,16.055,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,16,634,73.028,66.381,6.625,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,900,1,16,635,77.808,70.989,6.791,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,16,636,97.403,81.133,16.247,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,260,3,16,637,79.421,65.727,13.674,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,16,638,67.033,60.303,6.708,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,120,3,16,639,70.457,62.712,7.718,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,16,640,90.638,69.72,20.895,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,900,2,16,641,75.942,68.318,7.601,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,16,642,95.528,78.957,16.546,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,3,16,643,77.97,71.612,6.336,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,16,644,94.739,78.954,15.762,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,2,16,645,93.517,74.69,18.802,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,16,646,70.375,62.663,7.682,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,700,2,16,647,68.828,61.866,6.937,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,16,648,88.821,74.321,14.479,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,16,649,76.555,68.821,7.706,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,16,650,86.142,73.07,13.05,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,550,3,16,651,72.822,66.757,6.04,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,16,652,92.567,77.462,15.076,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,260,1,16,653,80.816,67.917,12.877,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,16,654,67.604,60.561,7.018,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,16,655,80.555,65.55,14.983,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,16,656,63.488,56.163,7.296,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,120,1,16,657,91.984,69.381,22.58,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,16,658,67.734,60.202,7.511,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,1050,1,16,659,88.341,71.123,17.198,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,16,660,72.454,64.724,7.706,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,3,16,661,68.187,60.517,7.647,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,16,662,87.129,71.528,15.58,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,700,3,16,663,87.822,75.525,12.275,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,16,664,72.003,65.315,6.664,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,260,2,16,665,67.14,58.97,8.146,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,16,666,82.872,67.126,15.724,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,120,2,16,667,68.986,60.069,8.896,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,16,668,110.441,74.407,36.005,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,2,16,669,79.042,71.785,7.231,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,16,670,92.475,75.188,17.262,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,350,1,16,671,70.024,62.889,7.112,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,16,672,78.894,64.275,14.597,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,1050,1,17,673,71.909,64.1,7.785,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,17,674,92.523,74.387,18.114,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,900,1,17,675,76.018,69.275,6.717,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,17,676,99.093,82.046,17.022,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,1050,3,17,677,73.342,66.2,7.121,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,17,678,88.299,72.024,16.252,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,550,3,17,679,102.88,85.235,17.618,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,17,680,82.276,74.593,7.648,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,700,2,17,681,90.265,75.099,15.141,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,17,682,74.701,67.161,7.516,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,550,1,17,683,98.175,82.402,15.752,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,17,684,76.613,68.911,7.679,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,2,17,685,93.409,76.034,17.35,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,17,686,78.253,69.702,8.525,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,900,3,17,687,97.244,81.824,15.396,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,17,688,76.749,70.416,6.312,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,120,1,17,689,67.061,59.528,7.511,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,17,690,95.815,73.063,22.73,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,260,3,17,691,80.382,65.7,14.661,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,17,692,67.407,61.079,6.308,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,120,2,17,693,71.905,64.494,7.39,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,17,694,94.544,72.979,21.542,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,350,2,17,695,68.407,60.958,7.427,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,17,696,81.983,64.479,17.48,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,1050,2,17,697,88.271,70.954,17.294,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,17,698,71.266,63.889,7.349,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,1,17,699,66.105,59.355,6.726,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,17,700,80.681,64.392,16.264,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,1,17,701,62.471,56.469,5.97,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,17,702,77.864,65.208,12.633,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,3,17,703,70.599,63.136,7.441,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,17,704,89.355,68.121,21.196,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,700,1,17,705,74.202,67.531,6.633,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,17,706,99.402,85.308,14.069,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,3,17,707,68.001,60.483,7.491,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,17,708,84.645,69.274,15.347,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,900,2,17,709,98.448,80.166,18.261,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,17,710,79.014,70.437,8.556,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,700,3,17,711,84.613,72.145,12.446,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,17,712,73.074,67.318,5.735,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,260,2,17,713,83.009,66.866,16.121,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,17,714,63.819,57.04,6.758,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,550,2,18,715,76.424,68.108,8.289,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,18,716,95.341,77.508,17.808,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,1050,1,18,717,90.064,72.682,17.361,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,18,718,72.865,65.004,7.836,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,3,18,719,72.75,65.996,6.732,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,18,720,92.007,75.904,16.081,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,260,2,18,721,81.828,65.967,15.84,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,18,722,64.408,56.229,8.158,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,120,2,18,723,65.904,57.263,8.618,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,18,724,88.159,66.547,21.588,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,260,1,18,725,78.813,66.217,12.573,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,18,726,62.243,55.626,6.591,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,550,3,18,727,77.5,70.906,6.57,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,18,728,95.151,80.976,14.141,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,120,3,18,729,71.014,63.135,7.855,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,18,730,88.08,68.78,19.277,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,1050,2,18,731,71.174,63.526,7.614,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,18,732,87.982,70.107,17.855,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,2,18,733,63.312,55.335,7.953,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,18,734,79.989,63.448,16.52,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,550,1,18,735,91.649,75.05,16.574,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,18,736,74.704,66.194,8.483,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,700,3,18,737,88.459,75.072,13.364,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,18,738,73.594,66.948,6.619,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,120,1,18,739,69.973,61.157,8.794,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,18,740,89.128,67.394,21.712,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,900,1,18,741,79.594,71.563,8.01,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,18,742,113.711,93.088,20.592,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,350,1,18,743,67.64,60.346,7.27,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,18,744,78.486,63.243,15.221,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
