method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
baseline,700,1,18,747,63.111,57.371,5.718,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,18,748,62.718,56.955,5.743,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,350,3,18,749,59.897,54.192,5.686,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,18,750,57.316,51.369,5.927,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,700,2,18,751,64.564,58.458,6.086,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,18,752,64.847,59.602,5.227,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
optimized,900,2,18,753,72.262,65.756,6.486,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,18,754,69.311,63.48,5.813,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,3,18,755,71.204,65.784,5.401,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,18,756,71.937,65.223,6.694,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
optimized,1050,2,19,757,62.046,56.245,5.782,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,19,758,62.706,56.81,5.877,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,3,19,759,61.533,56.213,5.301,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,19,760,62.04,56.004,6.018,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,260,3,19,761,57.333,51.315,5.998,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,19,762,56.516,50.423,6.074,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
optimized,900,1,19,763,70.409,64.631,5.756,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,19,764,70.413,64.54,5.851,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,2,19,765,72.086,65.491,6.578,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,19,766,69.92,63.288,6.613,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,120,1,19,767,67.775,60.429,7.323,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,19,768,60.626,53.037,7.57,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,260,2,19,769,65.016,58.307,6.69,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,19,770,57.057,50.394,6.643,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,700,2,19,771,66.31,60.054,6.237,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,700,2,19,772,62.468,56.451,5.995,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,260,1,19,773,56.67,50.704,5.946,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,19,774,55.939,50.442,5.478,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,550,1,19,775,68.457,62.313,6.124,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,19,776,69.879,63.704,6.153,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,350,2,19,777,65.028,57.084,7.925,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,19,778,62.314,55.239,7.052,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
optimized,550,2,19,779,69.91,63.409,6.481,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,19,780,70.58,62.842,7.72,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,350,3,19,781,59.101,52.488,6.59,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,350,3,19,782,59.123,53.081,6.024,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,700,1,19,783,64.48,58.728,5.73,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,19,784,62.612,56.874,5.716,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,1,19,785,58.549,52.385,6.145,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,19,786,62.6,56.99,5.589,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,1050,1,19,787,64.784,58.73,6.009,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,1,19,788,64.75,58.326,6.403,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,3,19,789,69.542,63.412,6.107,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,19,790,73.629,66.44,7.166,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,700,3,19,791,68.125,63.1,5.006,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,19,792,73.632,68.509,5.1,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,550,3,19,793,73.029,67.641,5.368,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,19,794,80.213,74.845,5.348,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,120,3,19,795,64.998,58.048,6.928,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,19,796,64.237,57.348,6.867,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
optimized,120,2,19,797,62.962,56.677,6.267,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,19,798,68.782,61.493,7.269,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,20,799,65.907,60.897,4.992,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,20,800,72.965,67.683,5.263,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,2,20,801,71.264,64.581,6.659,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,20,802,71.555,65.005,6.531,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
optimized,700,3,20,803,70.849,66.105,4.726,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,700,3,20,804,65.842,60.881,4.942,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,260,2,20,805,59.593,53.397,6.177,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,20,806,60.607,53.837,6.748,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,900,3,20,807,73.156,67.461,5.677,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,900,3,20,808,72.327,66.274,6.032,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,2,20,809,67.499,61.774,5.705,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,20,810,70.348,64.154,6.175,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
optimized,1050,3,20,811,67.914,61.741,6.151,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,20,812,65.614,59.6,5.99,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,260,3,20,813,59.898,54.131,5.742,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,260,3,20,814,57.379,51.838,5.523,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,550,2,20,815,68.596,62.604,5.972,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,20,816,70.695,64.292,6.375,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
optimized,120,2,20,817,61.076,54.361,6.691,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,20,818,66.706,59.211,7.473,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,1,20,819,72.067,66.23,5.817,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,20,820,71.103,65.61,5.475,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,260,1,20,821,63.001,57.966,5.013,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,20,822,60.963,55.12,5.822,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
optimized,120,1,20,823,62.944,56.226,6.698,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,20,824,64.012,56.85,7.139,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,3,20,825,62.473,55.809,6.646,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,20,826,66.721,60.746,5.956,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,2,20,827,72.236,65.96,6.253,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,20,828,76.74,70.12,6.598,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,1050,1,20,829,66.035,59.594,6.42,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,20,830,67.873,61.114,6.74,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,350,2,20,831,59.716,52.125,7.57,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,20,832,65.64,58.443,7.177,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
optimized,550,3,20,833,71.79,65.812,5.958,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,550,3,20,834,70.131,64.831,5.281,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,900,1,20,835,72.854,66.611,6.221,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,20,836,72.016,66.213,5.783,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,350,3,20,837,55.936,50.083,5.836,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,350,3,20,838,61.773,55.884,5.871,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,1,20,839,59.04,53.245,5.775,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,20,840,62.013,55.648,6.345,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
