method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
baseline,550,3,2,71,72.25,65.747,6.481,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,2,72,72.009,65.295,6.694,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
optimized,120,1,2,73,66.691,57.742,8.924,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,2,74,67.192,59.821,7.345,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,1050,2,2,75,67.312,60.63,6.663,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,2,76,65.138,58.437,6.684,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,120,2,2,77,62.512,55.855,6.638,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,2,78,71.51,63.418,8.072,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
optimized,260,2,2,79,62.249,54.991,7.235,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,260,2,2,80,62.661,56.394,6.246,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,550,1,2,81,72.283,66.128,6.136,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,2,82,69.889,63.117,6.751,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,700,2,2,83,67.671,61.537,6.115,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,2,84,74.405,68.287,6.097,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
optimized,550,3,3,85,76.798,70.78,6,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,550,3,3,86,76.246,69.039,7.182,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,1,3,87,66.682,58.629,8.032,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,3,88,71.005,64.101,6.885,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
optimized,550,2,3,89,71.26,63.698,7.535,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,3,90,74.096,66.382,7.689,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,350,1,3,91,60.911,54.114,6.778,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,3,92,64.053,57.196,6.838,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,1050,3,3,93,68.037,62.028,5.989,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,3,94,71.365,65.308,6.038,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
optimized,900,2,3,95,74.947,68.685,6.245,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,3,96,72.071,65.856,6.194,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,700,2,3,97,65.614,59.051,6.542,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,3,98,66.365,59.639,6.704,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,1050,1,3,99,65.812,59.624,6.168,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,3,100,68.091,60.469,7.602,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
optimized,120,2,3,101,62.221,55.509,6.693,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,3,102,62.169,55.405,6.744,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,3,3,103,64.339,57.929,6.387,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,3,104,66.214,59.837,6.36,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,350,2,3,105,61.661,54.368,7.273,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,3,106,60.662,53.549,7.094,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
optimized,1050,2,3,107,64.817,57.581,7.217,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,3,108,68.992,62.983,5.989,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,700,1,3,109,68.067,62.561,5.487,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,3,110,66.568,60.857,5.691,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,900,3,3,111,71.8,65.978,5.803,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,3,112,75.776,69.342,6.415,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,700,3,3,113,68.961,63.786,5.157,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,3,114,69.239,63.153,6.064,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
optimized,550,1,3,115,77.155,69.751,7.382,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,3,116,77.427,70.28,7.123,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,260,2,3,117,61.793,55.72,6.054,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,260,2,3,118,65.978,59.86,6.098,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,3,3,119,61.326,54.759,6.546,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,3,120,60.629,53.776,6.833,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,900,1,3,121,78.456,72.386,6.05,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,3,122,72.919,66.803,6.098,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,260,1,3,123,58.486,52.303,6.161,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,3,124,62.68,57.275,5.385,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,3,125,62.103,55.273,6.81,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,3,126,65,58.43,6.551,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
optimized,260,2,4,127,64.361,57.283,7.049,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,260,2,4,128,62.123,55.533,6.569,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,1050,1,4,129,65.606,59.513,6.072,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,4,130,71.011,64.201,6.792,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,120,3,4,131,70.983,63.456,7.505,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,4,132,64.767,57.722,7.026,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
optimized,700,1,4,133,74.625,67.832,6.772,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,4,134,71.655,65.788,5.847,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,3,4,135,70.305,64.348,5.937,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,700,3,4,136,64.269,59.214,5.037,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,260,3,4,137,64.036,58.036,5.98,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,4,138,65.417,59.292,6.107,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,120,2,4,139,65.263,57.345,7.898,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,4,140,71.13,64.185,6.922,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,1050,2,4,141,72.863,66.144,6.695,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,4,142,74.811,68.269,6.518,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,550,3,4,143,76.23,70.434,5.778,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,4,144,74.523,68.823,5.68,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
optimized,550,2,4,145,71.005,63.385,7.6,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,4,146,73.975,66.216,7.737,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,350,1,4,147,58.226,51.899,6.308,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,4,148,66.433,58.701,7.71,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,700,2,4,149,70.046,63.372,6.653,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,4,150,72.854,67.032,5.804,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
optimized,900,2,4,151,75.583,68.333,7.228,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,4,152,72.001,65.512,6.469,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,1050,3,4,153,64.103,58.24,5.842,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,4,154,70.086,63.322,6.742,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,350,2,4,155,61.8,54.527,7.25,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,4,156,59.317,52.566,6.732,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,900,3,4,157,74.271,67.709,6.535,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,4,158,73.881,67.668,6.196,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,120,1,4,159,69.912,59.9,9.988,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,4,160,67.088,60.279,6.791,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,900,1,4,161,74.687,68.796,5.867,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,4,162,71.016,63.866,7.129,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,550,1,4,163,69.664,63.645,6,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,4,164,75.934,69.973,5.94,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,350,3,4,165,63.739,57.586,6.135,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,350,3,4,166,60.584,53.583,6.981,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,260,1,4,167,60.542,52.956,7.564,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,4,168,62.111,56.834,5.259,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
optimized,900,3,5,169,78.187,71.172,6.993,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,900,3,5,170,70.641,64.186,6.435,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,700,1,5,171,65.497,60.188,5.291,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,5,172,72.819,66.246,6.551,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,260,1,5,173,66.749,60.516,6.211,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,5,174,62.52,57.222,5.279,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
optimized,120,2,5,175,62.433,55.935,6.48,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,5,176,66.24,59.469,6.753,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,260,2,5,177,63.365,56.47,6.874,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,5,178,61.218,55.311,5.887,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,700,2,5,179,70.24,63.636,6.583,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,5,180,70.475,64.812,5.644,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,120,3,5,181,64.672,57.522,7.128,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,5,182,67.772,60.571,7.18,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,350,2,5,183,59.264,52.775,6.47,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,5,184,63.182,55.716,7.446,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,120,1,5,185,66.566,58.759,7.784,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,5,186,64.344,57.901,6.424,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,900,2,5,187,77.751,71.941,5.791,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,5,188,77.248,71.269,5.96,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
optimized,350,1,5,189,59.822,53.496,6.301,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,5,190,61.545,55.186,6.341,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,550,2,5,191,75.801,68.183,7.595,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,5,192,78.496,72.286,6.19,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,260,3,5,193,65.972,59.512,6.439,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,5,194,63.94,57.492,6.427,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,350,3,5,195,65.301,59.227,6.054,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,5,196,58.715,52.021,6.673,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,550,3,5,197,71.894,65.391,6.481,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,5,198,72.663,66.306,6.332,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,700,3,5,199,67.886,62.066,5.798,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,5,200,72.58,66.67,5.888,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,1050,3,5,201,69.892,63.471,6.401,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,5,202,67.787,61.722,6.045,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
optimized,1050,2,5,203,72.784,65.753,7.008,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,5,204,72.495,65.391,7.083,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,900,1,5,205,72.646,65.807,6.818,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,5,206,71.126,63.937,7.164,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,550,1,5,207,73.98,67.65,6.31,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,5,208,74.028,67.854,6.154,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,1050,1,5,209,74.206,67.471,6.717,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,1,5,210,69.628,62.638,6.969,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,6,211,72.145,65.853,6.272,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,6,212,70.243,62.971,7.251,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,260,2,6,213,59.786,53.954,5.813,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,6,214,58.238,52.347,5.872,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,1050,3,6,215,65.902,60.301,5.582,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,6,216,65.541,59.187,6.332,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,550,2,6,217,70.087,63.539,6.525,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,6,218,73.073,66.756,6.298,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,700,1,6,219,67.612,61.551,6.039,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,6,220,66.353,60.92,5.413,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
optimized,1050,2,6,221,64.72,58.821,5.882,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,6,222,67.846,62.024,5.804,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,120,2,6,223,65.63,57.796,7.813,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,6,224,69.528,61.908,7.6,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,550,3,6,225,70.037,64.372,5.644,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,6,226,69.812,63.652,6.14,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,900,2,6,227,71.582,65.763,5.799,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,6,228,69.693,63.643,6.031,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,120,3,6,229,67.36,60.847,6.491,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,6,230,65.983,59.668,6.296,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,1,6,231,66.24,58.696,7.519,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,6,232,67.581,60.952,6.612,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
optimized,700,2,6,233,70.922,64.299,6.599,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,700,2,6,234,66.649,60.107,6.519,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,900,1,6,235,73.405,66.389,6.994,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,6,236,76.05,69.137,6.89,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,700,3,6,237,66.705,61.025,5.66,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,6,238,65.855,60.642,5.194,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,260,3,6,239,63.618,58.007,5.592,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,6,240,59.323,52.12,7.18,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,350,1,6,241,61.908,54.303,7.581,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,6,242,68.686,60.598,8.066,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
optimized,550,1,6,243,75.541,68.886,6.635,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,6,244,75.351,68.093,7.236,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,900,3,6,245,75.965,70.396,5.549,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,6,246,72.797,66.781,5.998,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,350,2,6,247,60.081,52.753,7.308,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,6,248,61.094,54.011,7.062,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
