frame,alias_screenErrorM,alias_screenAccepted
1110,0.16108988378097,1
1111,0.166053018004215,1
1112,0.155191524784864,1
1113,0.143452282669904,1
1114,0.12447974114752,1
1115,0.128028988892921,1
1116,0.114183083531946,1
1117,0.109447581632813,1
1118,0.0835865616510143,1
1119,0.0574742075507494,1
1120,0.0606611937818159,1
1121,0.0515152875134134,1
1122,0.036514269440431,1
1123,0.0370644804033868,1
1124,0.0438777591837778,1
1125,0.0211020170351849,1
1126,0.0785422220941128,1
1127,0.0557398266687763,1
1128,0.0281873565402865,1
1129,0.0264906785705707,1
1130,0.0386649609088854,1
1131,0.0479447997025114,1
1132,0.0564049135485326,1
1133,0.0701702743767079,1
1134,0.037575746761253,1
1135,0.0351728666586987,1
1136,0.0386232380789714,1
1137,0.0424997239913896,1
1138,0.0302612185690576,1
1139,0.0276247917122539,1
1140,0.0370518794800081,1
1141,0.0335841024077431,1
1142,0.0262684016658034,1
1143,0.0667476964706921,1
1144,0.109045766477787,1
1145,0.109058012906339,1
1146,0.115561717460758,1
1147,0.101663576942187,1
1148,0.0878602602443395,1
1149,0.109006854335276,1
1150,0.132601733681936,1
1151,0.149569962007621,1
1152,0.104896613633342,1
1153,0.127678154960362,1
1154,0.186300641193806,1
1155,0.173213084956623,1
1156,0.08029732795984,1
1157,0.175777274413744,1
1158,0.198493516963119,1
1159,0.195694824401772,1
1160,0.189574879549217,1
1161,0.201203854921788,1
1162,0.209974912046907,1
1163,0.209475070114653,1
1164,0.216428657611098,1
1165,0.236172869596669,1
1166,0.23752548319656,1
1167,0.243862611184613,1
1168,0.187733744770523,1
1169,0.194110322183459,1
1170,0.206657598582095,1
