frame,time,mode,fullPose,directionalPose,measurementType,reason,pvaErrorM,mappingErrorM,yawErrorDeg,registrationSeconds
545,54.4031751254088,lidar_only_recursive,0,0,rejected,insufficientOverlap,79.7330748477179,79.7330748477179,0.865890822154625,0.01817
546,54.5024467651195,per_frame_positive,1,0,fullPose,accepted,0.237686272794009,0.237686272794009,0.413612566087597,0.02112
546,54.5024467651195,per_frame_negative,1,0,fullPose,accepted,0.237679968661829,0.237679968661829,0.413595025640542,0.021373
546,54.5024467651195,per_frame_zero,1,0,fullPose,accepted,0.237680478309908,0.237680478309908,0.413596140775582,0.021163
546,54.5024467651195,lidar_only_recursive,0,0,rejected,insufficientOverlap,80.2167623618704,80.2167623618704,1.04220403711324,0.017734
547,54.560944034789,per_frame_positive,1,0,fullPose,accepted,0.300051220252699,0.300051220252699,0.333331043695753,0.023137
547,54.560944034789,per_frame_negative,1,0,fullPose,accepted,0.300053570156508,0.300053570156508,0.333321292241266,0.022423
547,54.560944034789,per_frame_zero,1,0,fullPose,accepted,0.300051130157816,0.300051130157816,0.333330701475703,0.02174
547,54.560944034789,lidar_only_recursive,0,0,rejected,insufficientOverlap,80.500461703715,80.500461703715,1.13967104766149,0.018002
548,54.657257327942,per_frame_positive,1,0,fullPose,accepted,0.368834614530022,0.368834614530022,0.293994073193506,0.022135
548,54.657257327942,per_frame_negative,1,0,fullPose,accepted,0.368839268026468,0.368839268026468,0.293992551194519,0.022324
548,54.657257327942,per_frame_zero,1,0,fullPose,accepted,0.265846394477648,0.265846394477648,0.267486344669718,0.020568
548,54.657257327942,lidar_only_recursive,0,0,rejected,insufficientOverlap,80.9665134125868,80.9665134125868,1.30655932147861,0.018149
549,54.8040344928845,per_frame_positive,1,0,fullPose,accepted,0.227054908574536,0.227054908574536,0.408253889302923,0.021321
549,54.8040344928845,per_frame_negative,1,0,fullPose,accepted,0.227055463850082,0.227055463850082,0.408253905154286,0.021006
549,54.8040344928845,per_frame_zero,1,0,fullPose,accepted,0.227053261685966,0.227053261685966,0.408253662347816,0.020962
549,54.8040344928845,lidar_only_recursive,0,0,rejected,insufficientOverlap,81.673794522589,81.673794522589,1.55705098397341,0.01822
550,54.9019410324047,per_frame_positive,1,0,fullPose,accepted,0.270177578332434,0.270177578332434,0.470184560846671,0.020823
550,54.9019410324047,per_frame_negative,1,0,fullPose,accepted,0.271100729566761,0.271100729566761,0.463622011468297,0.021443
550,54.9019410324047,per_frame_zero,1,0,fullPose,accepted,0.2711007022887,0.2711007022887,0.463621930779113,0.0224
550,54.9019410324047,lidar_only_recursive,0,0,rejected,insufficientOverlap,82.1441228499117,82.1441228499117,1.7245040062885,0.017517
551,55.0023555553177,per_frame_positive,1,0,fullPose,accepted,0.218346046244052,0.218346046244052,0.729617946513817,0.022415
551,55.0023555553177,per_frame_negative,1,0,fullPose,accepted,0.314713078720234,0.314713078720234,0.454971834640686,0.021351
551,55.0023555553177,per_frame_zero,1,0,fullPose,accepted,0.197178993540627,0.197178993540627,0.435741586967616,0.021185
551,55.0023555553177,lidar_only_recursive,0,0,rejected,insufficientOverlap,82.6244610187349,82.6244610187349,1.92661300433679,0.018079
552,55.1023940623464,per_frame_positive,1,0,fullPose,accepted,0.261204289717716,0.261204289717716,0.52510568552663,0.023345
552,55.1023940623464,per_frame_negative,1,0,fullPose,accepted,0.261205514107255,0.261205514107255,0.525087090818328,0.021064
552,55.1023940623464,per_frame_zero,1,0,fullPose,accepted,0.168265186458013,0.168265186458013,0.515403280159741,0.021002
552,55.1023940623464,lidar_only_recursive,0,0,rejected,insufficientOverlap,83.1004906419576,83.1004906419576,2.10113649112615,0.017828
553,55.2023120243513,per_frame_positive,1,0,fullPose,accepted,0.134754992172771,0.134754992172771,0.552274905396034,0.021124
553,55.2023120243513,per_frame_negative,1,0,fullPose,accepted,0.110876883697104,0.110876883697104,0.288568807159545,0.022058
553,55.2023120243513,per_frame_zero,1,0,fullPose,accepted,0.110871747200885,0.110871747200885,0.288533384261775,0.022022
553,55.2023120243513,lidar_only_recursive,0,0,rejected,insufficientOverlap,83.5730626313104,83.5730626313104,2.27656903967871,0.018066
554,55.3029381967544,per_frame_positive,1,0,fullPose,accepted,0.0552321506675516,0.0552321506675516,0.751950855451254,0.022928
554,55.3029381967544,per_frame_negative,1,0,fullPose,accepted,0.0754121209500973,0.0754121209500973,-0.28009572366423,0.021549
554,55.3029381967544,per_frame_zero,1,0,fullPose,accepted,0.0754149643948423,0.0754149643948423,-0.280101141181197,0.020447
554,55.3029381967544,lidar_only_recursive,0,0,rejected,insufficientOverlap,84.0467276716923,84.0467276716923,2.45539794976565,0.018015
555,55.4030759462757,per_frame_positive,1,0,fullPose,accepted,0.14370442549615,0.14370442549615,0.9176226767202,0.021862
555,55.4030759462757,per_frame_negative,1,0,fullPose,accepted,0.291058727915976,0.291058727915976,0.114341061377678,0.021461
555,55.4030759462757,per_frame_zero,1,0,fullPose,accepted,0.0542752076246286,0.0542752076246286,-0.182693572396654,0.020319
555,55.4030759462757,lidar_only_recursive,0,0,rejected,insufficientOverlap,84.5148414608424,84.5148414608424,2.62186715323657,0.017877
556,55.5018358339896,per_frame_positive,1,0,fullPose,accepted,0.0218020265813758,0.0218020265813758,0.669544509115357,0.022038
556,55.5018358339896,per_frame_negative,1,0,fullPose,accepted,0.0645522699826597,0.0645522699826597,-0.363451468320123,0.022498
556,55.5018358339896,per_frame_zero,1,0,fullPose,accepted,0.06455229696151,0.06455229696151,-0.363451534132198,0.021089
556,55.5018358339896,lidar_only_recursive,0,0,rejected,insufficientOverlap,84.9740300520274,84.9740300520274,2.77937118120669,0.018109
557,55.5744112093483,per_frame_positive,1,0,fullPose,accepted,0.292596450919016,0.292596450919016,0.660549024735293,0.021421
557,55.5744112093483,per_frame_negative,1,0,fullPose,accepted,0.376142030667187,0.376142030667187,-0.346862658991503,0.02122
557,55.5744112093483,per_frame_zero,1,0,fullPose,accepted,0.376141833255866,0.376141833255866,-0.346872468374552,0.021283
557,55.5744112093483,lidar_only_recursive,0,0,rejected,insufficientOverlap,85.3103443789645,85.3103443789645,2.90340124188371,0.018042
558,55.6759469268214,per_frame_positive,1,0,fullPose,accepted,0.242288953259104,0.242288953259104,0.721578308104669,0.02101
558,55.6759469268214,per_frame_negative,1,0,fullPose,accepted,0.336504713553837,0.336504713553837,-0.274963620410003,0.021073
558,55.6759469268214,per_frame_zero,1,0,fullPose,accepted,0.336502931258846,0.336502931258846,-0.274970360324841,0.021889
558,55.6759469268214,lidar_only_recursive,0,0,rejected,insufficientOverlap,85.7790504682328,85.7790504682328,3.06423388709672,0.017905
559,55.8037775342905,per_frame_positive,1,0,fullPose,accepted,0.0370694133455436,0.0370694133455436,0.717440916719353,0.021518
559,55.8037775342905,per_frame_negative,1,0,fullPose,accepted,0.051945168498767,0.051945168498767,-0.182351857528301,0.020866
559,55.8037775342905,per_frame_zero,1,0,fullPose,accepted,0.0511409214487323,0.0511409214487323,-0.182031163344387,0.020557
559,55.8037775342905,lidar_only_recursive,0,0,rejected,insufficientOverlap,86.3668679340587,86.3668679340587,3.29726406120322,0.017839
560,55.9036578415352,per_frame_positive,1,0,fullPose,accepted,0.0769266209335274,0.0769266209335274,0.744271854825542,0.021676
560,55.9036578415352,per_frame_negative,1,0,fullPose,accepted,0.0720974778154795,0.0720974778154795,-0.186492068721746,0.020398
560,55.9036578415352,per_frame_zero,1,0,fullPose,accepted,0.0720909994684094,0.0720909994684094,-0.186494634620763,0.020176
560,55.9036578415352,lidar_only_recursive,0,0,rejected,insufficientOverlap,86.8233968540649,86.8233968540649,3.48230308636729,0.018047
561,56.0037294832802,per_frame_positive,1,0,fullPose,accepted,0.0783502268545516,0.0783502268545516,0.694906643991401,0.021493
561,56.0037294832802,per_frame_negative,1,0,fullPose,accepted,0.0864100244729381,0.0864100244729381,-0.161133485099502,0.021514
561,56.0037294832802,per_frame_zero,1,0,fullPose,accepted,0.0787577498135393,0.0787577498135393,0.00414500146520834,0.020876
561,56.0037294832802,lidar_only_recursive,0,0,rejected,insufficientOverlap,87.2783264003049,87.2783264003049,3.64373603027941,0.017886
562,56.1044708488737,per_frame_positive,1,0,fullPose,accepted,0.106403852566248,0.106403852566248,0.602107609068345,0.020912
562,56.1044708488737,per_frame_negative,1,0,fullPose,accepted,0.101175811937787,0.101175811937787,-0.29480238437983,0.021135
562,56.1044708488737,per_frame_zero,1,0,fullPose,accepted,0.0769038453311015,0.0769038453311015,0.231806851237945,0.019424
562,56.1044708488737,lidar_only_recursive,0,0,rejected,insufficientOverlap,87.7347877573886,87.7347877573886,3.79904592798374,0.017927
563,56.2038901539304,per_frame_positive,1,0,fullPose,accepted,0.0892983255189878,0.0892983255189878,0.606411130181904,0.021015
563,56.2038901539304,per_frame_negative,1,0,fullPose,accepted,0.117976977604857,0.117976977604857,-0.211368463856677,0.020903
563,56.2038901539304,per_frame_zero,1,0,fullPose,accepted,0.0892985320480689,0.0892985320480689,0.606411187950395,0.022535
563,56.2038901539304,lidar_only_recursive,0,0,rejected,insufficientOverlap,88.1823868888453,88.1823868888453,3.98377060114939,0.017668
564,56.3038059301606,per_frame_positive,1,0,fullPose,accepted,0.0874382703359472,0.0874382703359472,0.433189948583781,0.022134
564,56.3038059301606,per_frame_negative,1,0,fullPose,accepted,0.132484265008482,0.132484265008482,-0.1024594529613,0.021474
564,56.3038059301606,per_frame_zero,1,0,fullPose,accepted,0.0964269064320514,0.0964269064320514,0.310855526829357,0.020599
564,56.3038059301606,lidar_only_recursive,0,0,rejected,insufficientOverlap,88.6298526607409,88.6298526607409,4.13086520028588,0.018282
565,56.4036738239367,per_frame_positive,1,0,fullPose,accepted,0.0678606072933324,0.0678606072933324,0.332507307674641,0.020251
565,56.4036738239367,per_frame_negative,1,0,fullPose,accepted,0.130481574066675,0.130481574066675,-0.0898576185381187,0.020806
565,56.4036738239367,per_frame_zero,1,0,fullPose,accepted,0.0678624533695291,0.0678624533695291,0.332491313152701,0.020362
565,56.4036738239367,lidar_only_recursive,0,0,rejected,insufficientOverlap,89.0746039231454,89.0746039231454,4.28646832400237,0.017992
566,56.5035187882958,per_frame_positive,1,0,fullPose,accepted,0.0868595760103269,0.0868595760103269,0.401599728533619,0.020058
566,56.5035187882958,per_frame_negative,1,0,fullPose,accepted,0.156557477979863,0.156557477979863,0.0104193267079785,0.021449
566,56.5035187882958,per_frame_zero,1,0,fullPose,accepted,0.0868594957127998,0.0868594957127998,0.401598695950372,0.019411
566,56.5035187882958,lidar_only_recursive,0,0,rejected,insufficientOverlap,89.5178488056881,89.5178488056881,4.42594684333886,0.017796
567,56.5619883070917,per_frame_positive,1,0,fullPose,accepted,0.535746170964807,0.535746170964807,0.116366308201435,0.02023
567,56.5619883070917,per_frame_negative,1,0,fullPose,accepted,0.406345064042719,0.406345064042719,-1.23457335491793,0.020967
567,56.5619883070917,per_frame_zero,1,0,fullPose,accepted,0.40634392895813,0.40634392895813,-1.23458978195515,0.019959
567,56.5619883070917,lidar_only_recursive,0,0,rejected,insufficientOverlap,89.776704961022,89.776704961022,4.51658222399445,0.018248
568,56.7028427008972,per_frame_positive,1,0,fullPose,accepted,0.0895056374230755,0.0895056374230755,0.354031687185951,0.020282
568,56.7028427008972,per_frame_negative,1,0,fullPose,accepted,0.185262564193308,0.185262564193308,-1.33973309093425,0.020971
568,56.7028427008972,per_frame_zero,1,0,fullPose,accepted,0.0895123095940802,0.0895123095940802,0.354058490009364,0.019855
568,56.7028427008972,lidar_only_recursive,0,0,rejected,insufficientOverlap,90.3990020493564,90.3990020493564,4.72963665785462,0.017244
569,56.8038137793348,per_frame_positive,1,0,fullPose,accepted,0.0777677038093357,0.0777677038093357,0.238848275926907,0.019824
569,56.8038137793348,per_frame_negative,1,0,fullPose,accepted,0.206193269571196,0.206193269571196,-1.37255209087618,0.020665
569,56.8038137793348,per_frame_zero,1,0,fullPose,accepted,0.0777676957387038,0.0777676957387038,0.2388481998909,0.019488
569,56.8038137793348,lidar_only_recursive,0,0,rejected,insufficientOverlap,90.8427046279347,90.8427046279347,4.88001598113948,0.017582
570,56.9032796854966,per_frame_positive,1,0,fullPose,accepted,0.0796816144952186,0.0796816144952186,0.232216825329266,0.020723
570,56.9032796854966,per_frame_negative,1,0,fullPose,accepted,0.0796827206754983,0.0796827206754983,0.232229575499394,0.022483
570,56.9032796854966,per_frame_zero,1,0,fullPose,accepted,0.0796824107388868,0.0796824107388868,0.232235925559319,0.01981
570,56.9032796854966,lidar_only_recursive,0,0,rejected,insufficientOverlap,91.2779544051782,91.2779544051782,5.0135060963265,0.017376
571,57.003167522104,per_frame_positive,1,0,fullPose,accepted,0.0881462071767943,0.0881462071767943,0.125781260382357,0.020123
571,57.003167522104,per_frame_negative,1,0,fullPose,accepted,0.235694023253815,0.235694023253815,-1.30991705159611,0.021908
571,57.003167522104,per_frame_zero,1,0,fullPose,accepted,0.0881455126613941,0.0881455126613941,0.125776617455922,0.019492
571,57.003167522104,lidar_only_recursive,0,0,rejected,insufficientOverlap,91.7131427576889,91.7131427576889,5.14953179207206,0.017875
572,57.1048921039725,per_frame_positive,1,0,fullPose,accepted,0.0954170759700095,0.0954170759700095,0.174006751624589,0.02003
572,57.1048921039725,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.021371
572,57.1048921039725,per_frame_zero,1,0,fullPose,accepted,0.0954212628775596,0.0954212628775596,0.174029343568954,0.019301
572,57.1048921039725,lidar_only_recursive,0,0,rejected,insufficientOverlap,92.15488920633,92.15488920633,5.2844349343819,0.017352
573,57.2048242099138,per_frame_positive,1,0,fullPose,accepted,0.0477565839986684,0.0477565839986684,0.101720948758623,0.020939
573,57.2048242099138,per_frame_negative,1,0,fullPose,accepted,0.0477576301220352,0.0477576301220352,0.101721616199626,0.022728
573,57.2048242099138,per_frame_zero,1,0,fullPose,accepted,0.0477555840743937,0.0477555840743937,0.101719041077204,0.018843
573,57.2048242099138,lidar_only_recursive,0,0,rejected,insufficientOverlap,92.5871855671159,92.5871855671159,5.41236941857126,0.017445
574,57.3057185611509,per_frame_positive,1,0,fullPose,accepted,0.104392870803473,0.104392870803473,-0.020248164947713,0.020859
574,57.3057185611509,per_frame_negative,1,0,fullPose,accepted,0.104393173441368,0.104393173441368,-0.0202432585147139,0.020836
574,57.3057185611509,per_frame_zero,1,0,fullPose,accepted,0.104392905215281,0.104392905215281,-0.0202462329984714,0.018937
574,57.3057185611509,lidar_only_recursive,0,0,rejected,insufficientOverlap,93.0222628350239,93.0222628350239,5.53214579823211,0.018161
575,57.4052772240714,per_frame_positive,1,0,fullPose,accepted,0.105479440338256,0.105479440338256,0.31707847523239,0.020401
575,57.4052772240714,per_frame_negative,1,0,fullPose,accepted,0.106201802375702,0.106201802375702,0.290777558865493,0.020584
575,57.4052772240714,per_frame_zero,1,0,fullPose,accepted,0.105479412225683,0.105479412225683,0.317079322365191,0.019497
575,57.4052772240714,lidar_only_recursive,0,0,rejected,insufficientOverlap,93.4501517187754,93.4501517187754,5.65118676961724,0.01736
576,57.5046904247767,per_frame_positive,1,0,fullPose,accepted,0.0764528583814023,0.0764528583814023,0.229296127332681,0.020361
576,57.5046904247767,per_frame_negative,1,0,fullPose,accepted,0.076454556315545,0.076454556315545,0.229297168594402,0.021926
576,57.5046904247767,per_frame_zero,1,0,fullPose,accepted,0.0764524458998726,0.0764524458998726,0.22929574673476,0.019489
576,57.5046904247767,lidar_only_recursive,0,0,rejected,insufficientOverlap,93.876460490271,93.876460490271,5.76105593441608,0.018166
577,57.5863296568825,per_frame_positive,1,0,fullPose,accepted,0.18392432484424,0.18392432484424,0.358516996276033,0.01974
577,57.5863296568825,per_frame_negative,1,0,fullPose,accepted,0.183928917136767,0.183928917136767,0.358536613513251,0.021168
577,57.5863296568825,per_frame_zero,1,0,fullPose,accepted,0.183927525740819,0.183927525740819,0.358531259024318,0.019406
577,57.5863296568825,lidar_only_recursive,0,0,rejected,insufficientOverlap,94.2253166857552,94.2253166857552,5.8571063354766,0.017709
578,57.7049024482244,per_frame_positive,1,0,fullPose,accepted,0.0693576613088861,0.0693576613088861,0.433987773112795,0.020932
578,57.7049024482244,per_frame_negative,1,0,fullPose,accepted,0.069360516532014,0.069360516532014,0.433996502612736,0.021302
578,57.7049024482244,per_frame_zero,1,0,fullPose,accepted,0.0693573325340466,0.0693573325340466,0.433986770672772,0.019242
578,57.7049024482244,lidar_only_recursive,0,0,rejected,insufficientOverlap,94.7309383976748,94.7309383976748,5.94854319054966,0.017373
579,57.8051168806727,per_frame_positive,1,0,fullPose,accepted,0.0697834671031105,0.0697834671031105,-0.0710013469021674,0.019203
579,57.8051168806727,per_frame_negative,1,0,fullPose,accepted,0.0697818570564514,0.0697818570564514,-0.0709904026017277,0.019639
579,57.8051168806727,per_frame_zero,1,0,fullPose,accepted,0.0697836746221421,0.0697836746221421,-0.0710041374742689,0.019544
579,57.8051168806727,lidar_only_recursive,0,0,rejected,insufficientOverlap,95.1569716034977,95.1569716034977,6.04394905038117,0.017415
580,57.9050888509451,per_frame_positive,1,0,fullPose,accepted,0.0654063557890663,0.0654063557890663,-0.169239642008393,0.020199
580,57.9050888509451,per_frame_negative,1,0,fullPose,accepted,0.0654060815447201,0.0654060815447201,-0.169239069738033,0.021765
580,57.9050888509451,per_frame_zero,1,0,fullPose,accepted,0.0654076527652343,0.0654076527652343,-0.169246821176241,0.019929
580,57.9050888509451,lidar_only_recursive,0,0,rejected,insufficientOverlap,95.5806662195177,95.5806662195177,6.1007949329113,0.0171
581,58.0056137788136,per_frame_positive,1,0,fullPose,accepted,0.152594224766976,0.152594224766976,-0.252996626641991,0.021104
581,58.0056137788136,per_frame_negative,1,0,fullPose,accepted,0.152592347241985,0.152592347241985,-0.25301207120403,0.02198
581,58.0056137788136,per_frame_zero,1,0,fullPose,accepted,0.152592383649254,0.152592383649254,-0.253011735828903,0.020885
581,58.0056137788136,lidar_only_recursive,0,0,rejected,insufficientOverlap,96.0058575237017,96.0058575237017,6.15011796978503,0.017621
582,58.1063625636524,per_frame_positive,1,0,fullPose,accepted,0.123195675206647,0.123195675206647,-0.0307589210705249,0.02177
582,58.1063625636524,per_frame_negative,1,0,fullPose,accepted,0.117699674971722,0.117699674971722,-0.0384341930317579,0.021105
582,58.1063625636524,per_frame_zero,1,0,fullPose,accepted,0.117700191558638,0.117700191558638,-0.0384324081485658,0.02043
582,58.1063625636524,lidar_only_recursive,0,0,rejected,insufficientOverlap,96.4311356557999,96.4311356557999,6.19659960605258,0.017749
583,58.204992840387,per_frame_positive,1,0,fullPose,accepted,0.0598153624254121,0.0598153624254121,0.157322534402114,0.020997
583,58.204992840387,per_frame_negative,1,0,fullPose,accepted,0.059811585352074,0.059811585352074,0.15728734822803,0.021269
583,58.204992840387,per_frame_zero,1,0,fullPose,accepted,0.059808590710013,0.059808590710013,0.157276968400412,0.019418
583,58.204992840387,lidar_only_recursive,0,0,rejected,insufficientOverlap,96.8469103106372,96.8469103106372,6.27852374886504,0.017809
584,58.3048643904429,per_frame_positive,1,0,fullPose,accepted,0.0795870399606506,0.0795870399606506,0.100269454123377,0.021031
584,58.3048643904429,per_frame_negative,1,0,fullPose,accepted,0.0795863667772383,0.0795863667772383,0.100262833174261,0.021936
584,58.3048643904429,per_frame_zero,1,0,fullPose,accepted,0.079586073151511,0.079586073151511,0.100259964309486,0.019447
584,58.3048643904429,lidar_only_recursive,0,0,rejected,insufficientOverlap,97.2674931010639,97.2674931010639,6.32835717507046,0.019143
585,58.4051038819358,per_frame_positive,1,0,fullPose,accepted,0.0462151392861463,0.0462151392861463,0.420928759133422,0.021853
585,58.4051038819358,per_frame_negative,1,0,fullPose,accepted,0.0367374948661953,0.0367374948661953,0.243866268911806,0.021632
585,58.4051038819358,per_frame_zero,1,0,fullPose,accepted,0.0367383292615044,0.0367383292615044,0.243858915239251,0.020409
585,58.4051038819358,lidar_only_recursive,0,0,rejected,insufficientOverlap,97.6883928971556,97.6883928971556,6.3872199572483,0.018299
586,58.504506643918,per_frame_positive,1,0,fullPose,accepted,0.0545374690330782,0.0545374690330782,0.514783935303069,0.02001
586,58.504506643918,per_frame_negative,1,0,fullPose,accepted,0.0446913415528295,0.0446913415528295,0.40532285261291,0.019916
586,58.504506643918,per_frame_zero,1,0,fullPose,accepted,0.0446830849930204,0.0446830849930204,0.405291828648746,0.020516
586,58.504506643918,lidar_only_recursive,0,0,rejected,insufficientOverlap,98.1054635446331,98.1054635446331,6.43575990485391,0.018258
587,58.5629088673554,per_frame_positive,1,0,fullPose,accepted,0.489618331893386,0.489618331893386,0.522634861767908,0.021016
587,58.5629088673554,per_frame_negative,1,0,fullPose,accepted,0.502100222650682,0.502100222650682,0.387584672149766,0.021994
587,58.5629088673554,per_frame_zero,1,0,fullPose,accepted,0.502099971276391,0.502099971276391,0.387581785169314,0.020696
587,58.5629088673554,lidar_only_recursive,0,0,rejected,insufficientOverlap,98.3502697168199,98.3502697168199,6.46200532580282,0.017985
588,58.7049920311474,per_frame_positive,1,0,fullPose,accepted,0.0394792020532283,0.0394792020532283,0.13269802386141,0.020115
588,58.7049920311474,per_frame_negative,1,0,fullPose,accepted,0.0394793161230236,0.0394793161230236,0.132686101843513,0.020229
588,58.7049920311474,per_frame_zero,1,0,fullPose,accepted,0.0394788728399224,0.0394788728399224,0.132690550791124,0.019555
588,58.7049920311474,lidar_only_recursive,0,0,rejected,insufficientOverlap,98.947836496419,98.947836496419,6.52619223602678,0.017774
589,58.8050642423085,per_frame_positive,1,0,fullPose,accepted,0.0523578366742482,0.0523578366742482,0.0643097037041979,0.020414
589,58.8050642423085,per_frame_negative,1,0,fullPose,accepted,0.0523678423364724,0.0523678423364724,0.0642409844284214,0.021315
589,58.8050642423085,per_frame_zero,1,0,fullPose,accepted,0.0523607863112434,0.0523607863112434,0.0642896473765336,0.019765
589,58.8050642423085,lidar_only_recursive,0,0,rejected,insufficientOverlap,99.368999337651,99.368999337651,6.56544315674767,0.017638
590,58.9046975396326,per_frame_positive,1,0,fullPose,accepted,0.051812149315535,0.051812149315535,0.17739038661427,0.020648
590,58.9046975396326,per_frame_negative,1,0,fullPose,accepted,0.0518131704866261,0.0518131704866261,0.17738742081821,0.021187
590,58.9046975396326,per_frame_zero,1,0,fullPose,accepted,0.0518096326312548,0.0518096326312548,0.177398746190054,0.020352
590,58.9046975396326,lidar_only_recursive,0,0,rejected,insufficientOverlap,99.7889492582135,99.7889492582135,6.61495821929013,0.017675
591,59.0051414102967,per_frame_positive,1,0,fullPose,accepted,0.0632226167163073,0.0632226167163073,0.183179755165041,0.020933
591,59.0051414102967,per_frame_negative,1,0,fullPose,accepted,0.0632300535537066,0.0632300535537066,0.183146848026993,0.019673
591,59.0051414102967,per_frame_zero,1,0,fullPose,accepted,0.0632225051028017,0.0632225051028017,0.18318024468836,0.020011
591,59.0051414102967,lidar_only_recursive,0,0,rejected,insufficientOverlap,100.212134826691,100.212134826691,6.66119663108206,0.017775
592,59.1047546834344,per_frame_positive,1,0,fullPose,accepted,0.0620463946115336,0.0620463946115336,0.226531294170148,0.020538
592,59.1047546834344,per_frame_negative,1,0,fullPose,accepted,0.0620505091728313,0.0620505091728313,0.226505400164956,0.019924
592,59.1047546834344,per_frame_zero,1,0,fullPose,accepted,0.0620490720548661,0.0620490720548661,0.226513019006131,0.018966
592,59.1047546834344,lidar_only_recursive,0,0,rejected,insufficientOverlap,100.632217598343,100.632217598343,6.70723712957752,0.01808
593,59.2050832609998,per_frame_positive,1,0,fullPose,accepted,0.0845243934203011,0.0845243934203011,0.217338057090939,0.020751
593,59.2050832609998,per_frame_negative,1,0,fullPose,accepted,0.084530827424201,0.084530827424201,0.217317417541464,0.019275
593,59.2050832609998,per_frame_zero,1,0,fullPose,accepted,0.0845273109774252,0.0845273109774252,0.21732875623833,0.020048
593,59.2050832609998,lidar_only_recursive,0,0,rejected,insufficientOverlap,101.055869982225,101.055869982225,6.74708060332333,0.017868
594,59.305127427862,per_frame_positive,1,0,fullPose,accepted,0.112660413164501,0.112660413164501,0.245761113735927,0.019883
594,59.305127427862,per_frame_negative,1,0,fullPose,accepted,0.112671764262603,0.112671764262603,0.245744779160493,0.019645
594,59.305127427862,per_frame_zero,1,0,fullPose,accepted,0.112669731685026,0.112669731685026,0.245749981833663,0.019042
594,59.305127427862,lidar_only_recursive,0,0,rejected,insufficientOverlap,101.479425922357,101.479425922357,6.79868526749494,0.017529
595,59.4058918200192,per_frame_positive,1,0,fullPose,accepted,0.0967190906380048,0.0967190906380048,0.32304583179526,0.020915
595,59.4058918200192,per_frame_negative,1,0,fullPose,accepted,0.0970861536271727,0.0970861536271727,0.321689289641059,0.021074
595,59.4058918200192,per_frame_zero,1,0,fullPose,accepted,0.0967197158448869,0.0967197158448869,0.323042353256484,0.018983
595,59.4058918200192,lidar_only_recursive,0,0,rejected,insufficientOverlap,101.908378481175,101.908378481175,6.84903293503956,0.017608
596,59.5044039581,per_frame_positive,1,0,fullPose,accepted,0.140165361203631,0.140165361203631,0.445143663921277,0.021623
596,59.5044039581,per_frame_negative,1,0,fullPose,accepted,0.140170094891574,0.140170094891574,0.445107735566959,0.020166
596,59.5044039581,per_frame_zero,1,0,fullPose,accepted,0.140165470479433,0.140165470479433,0.445142832136867,0.021075
596,59.5044039581,lidar_only_recursive,0,0,rejected,insufficientOverlap,102.329371064078,102.329371064078,6.90186405146328,0.01812
597,59.5742445975408,per_frame_positive,1,0,fullPose,accepted,0.347797802033334,0.347797802033334,0.786103797712324,0.02084
597,59.5742445975408,per_frame_negative,1,0,fullPose,accepted,0.347806053021733,0.347806053021733,0.786083899494625,0.019723
597,59.5742445975408,per_frame_zero,1,0,fullPose,accepted,0.347804066490107,0.347804066490107,0.786096142272442,0.019269
597,59.5742445975408,lidar_only_recursive,0,0,rejected,insufficientOverlap,102.628487394562,102.628487394562,6.93819159430798,0.017683
598,59.6872049307113,per_frame_positive,1,0,fullPose,accepted,0.159160901318671,0.159160901318671,0.645198813665381,0.021324
598,59.6872049307113,per_frame_negative,1,0,fullPose,accepted,0.159173059599231,0.159173059599231,0.645191914295139,0.0211
598,59.6872049307113,per_frame_zero,1,0,fullPose,accepted,0.159173518117721,0.159173518117721,0.64519073231031,0.019821
598,59.6872049307113,lidar_only_recursive,0,0,rejected,insufficientOverlap,103.130445252425,103.130445252425,6.96917662611911,0.017497
599,59.8050213976769,per_frame_positive,1,0,fullPose,accepted,0.109246154935448,0.109246154935448,0.492599094100671,0.021009
599,59.8050213976769,per_frame_negative,1,0,fullPose,accepted,0.109247644736144,0.109247644736144,0.492596156757956,0.020693
599,59.8050213976769,per_frame_zero,1,0,fullPose,accepted,0.109246493288203,0.109246493288203,0.492597070285548,0.019555
599,59.8050213976769,lidar_only_recursive,0,0,rejected,insufficientOverlap,103.657326685229,103.657326685229,7.00555884794106,0.017502
600,59.9053024831122,per_frame_positive,1,0,fullPose,accepted,0.138571968731155,0.138571968731155,0.552789000210223,0.021782
600,59.9053024831122,per_frame_negative,1,0,fullPose,accepted,0.145216573849987,0.145216573849987,0.564803366630909,0.020608
600,59.9053024831122,per_frame_zero,1,0,fullPose,accepted,0.138571000223904,0.138571000223904,0.552756137376768,0.018911
600,59.9053024831122,lidar_only_recursive,0,0,rejected,insufficientOverlap,104.107888595763,104.107888595763,7.0646517009257,0.017497
601,60.0056992478439,per_frame_positive,1,0,fullPose,accepted,0.0791234946556999,0.0791234946556999,0.508597456915642,0.023028
601,60.0056992478439,per_frame_negative,1,0,fullPose,accepted,0.0791263896794685,0.0791263896794685,0.508602347465281,0.020415
601,60.0056992478439,per_frame_zero,1,0,fullPose,accepted,0.0791251195214405,0.0791251195214405,0.508594867321251,0.019334
