method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
baseline,350,1,18,744,75.765,61.67,14.075,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,260,3,18,745,77.49,63.69,13.779,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,18,746,63.308,57.41,5.878,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,700,1,18,747,84.756,72.588,12.146,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,18,748,76.545,69.723,6.795,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,350,3,18,749,89.546,75.503,14.021,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,18,750,61.568,55.907,5.643,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,700,2,18,751,84.872,71.127,13.725,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,18,752,71.764,65.261,6.475,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,900,2,18,753,77.72,71.862,5.835,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,18,754,98.034,81.605,16.402,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,3,18,755,92.442,78.647,13.775,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,18,756,75.499,69.214,6.261,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,1050,2,19,757,69.472,63.439,6.011,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,19,758,92.036,73.742,18.274,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,3,19,759,85.951,71.498,14.432,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,19,760,73.258,65.503,7.732,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,260,3,19,761,82.699,69.583,13.094,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,19,762,66.616,60.828,5.766,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,900,1,19,763,75.185,68.972,6.192,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,19,764,94.56,78.372,16.167,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,2,19,765,96.55,81.274,15.253,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,19,766,79.659,72.763,6.873,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,120,1,19,767,87.303,65.966,21.314,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,19,768,67.088,60.134,6.921,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,260,2,19,769,84.325,69.105,15.2,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,19,770,64.882,57.862,7.001,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,700,2,19,771,71.905,65.496,6.388,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,19,772,86.555,71.695,14.84,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,260,1,19,773,63.735,58.401,5.313,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,19,774,79.13,66.938,12.171,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,550,1,19,775,89.351,73.707,15.623,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,19,776,77.504,71.339,6.145,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,350,2,19,777,80.248,64.307,15.92,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,19,778,63.179,56.127,7.03,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,550,2,19,779,76.725,68.735,7.965,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,19,780,92.973,76.471,16.475,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,350,3,19,781,61.625,55.356,6.241,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,19,782,78.865,64.359,14.487,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,700,1,19,783,68.392,63.025,5.347,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,19,784,85.464,72.948,12.497,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,1,19,785,66.497,58.753,7.718,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,19,786,92.54,77.326,15.194,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,1050,1,19,787,70.321,64.61,5.692,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,19,788,88.935,72.698,16.216,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,3,19,789,95,80.176,14.802,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,19,790,75.843,69.186,6.633,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,700,3,19,791,86.588,75.473,11.095,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,19,792,69.976,64.63,5.326,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,550,3,19,793,86.968,73.45,13.493,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,19,794,74.329,67.81,6.497,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,3,19,795,84,65.389,18.59,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,19,796,68.908,62.772,6.117,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,2,19,797,70.026,63.721,6.286,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,19,798,88.47,66.49,21.959,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,20,799,72.696,66.464,6.209,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,20,800,86.868,75.022,11.828,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,2,20,801,87.555,74.17,13.365,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,20,802,74.049,66.747,7.281,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,3,20,803,70.759,65.882,4.858,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,20,804,79.405,68.57,10.815,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,260,2,20,805,77.446,63.219,14.204,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,20,806,65.948,59.423,6.504,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,900,3,20,807,78.525,73.049,5.456,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,20,808,92.541,77.549,14.971,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,2,20,809,88.204,71.291,16.893,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,20,810,71.149,65.156,5.972,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,3,20,811,68.483,61.936,6.521,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,20,812,84.298,69.42,14.856,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,260,3,20,813,67.18,58.862,8.298,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,20,814,80.767,67.557,13.19,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,550,2,20,815,97.073,79.821,17.231,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,20,816,76.419,68.983,7.414,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,120,2,20,817,69.157,62.712,6.426,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,20,818,88.31,67.801,20.488,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,1,20,819,73.889,66.889,6.977,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,20,820,94.731,79.874,14.832,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,260,1,20,821,79.679,66.617,13.038,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,20,822,64.054,58.096,5.929,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,1,20,823,68.823,62.14,6.663,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,20,824,107.226,77.232,29.971,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,3,20,825,69.87,62.722,7.115,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,20,826,85.447,66.641,18.785,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,2,20,827,101.85,86.405,15.419,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,20,828,79.487,73.386,6.053,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,1050,1,20,829,90.921,74.748,16.15,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,20,830,72.69,65.064,7.605,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,350,2,20,831,80.829,64.742,16.06,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,20,832,67.141,60.038,7.077,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,550,3,20,833,76.844,70.339,6.482,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,20,834,90.554,77.64,12.886,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,900,1,20,835,95.492,79.824,15.625,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,20,836,77.871,71.043,6.806,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,350,3,20,837,68.115,61.107,6.984,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,20,838,77.21,62.746,14.444,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,1,20,839,76.267,61.763,14.483,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,20,840,65.019,58.766,6.232,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
