pillarIndices,stage,ownPoints,ownSpan,maximumCylinderPoints,maximumQualifiedPoints,maximumRunPoints,maximumRunOwnPoints,longestRunHeight,longestRunRobustHeight,longestRunOwnHeight,longestRunPoints,longestRunOwnPoints,longestRunRadialRms,maximumPeakContrast,minimumSeedTiltDegrees,minimumRadialRms,frame,baseline,fine,previous,subsetFound,subsetAccepted,defaultCore,range,wholeTilt,wholeRadialStd,coreFraction,coreHeight,coreIsolation,coreCount,failCount,failHeight,failHeightStd,failTilt,failRadial,failCoreFraction,failCoreHeight,failIsolation,failCoreCount,defaultFootprintDrop,subsetFootprintDrop,nearestAcceptedCellMeters,fineOriginalOwnCount,fineOffGroundOwnCount,fineGroundRemovedCount,fineOutsideFilterCount,fineOriginalOwnHeight,fineOffGroundOwnHeight,fineAxisNearestAccepted,fineAxisOverlapHeight,densityCoreEvaluated,failEligibility,failLine
1519,4,16,2.01510608196259,14,8,0,0,0,0,0,0,0,0,0,1.64704400908932,Inf,131,1,0,0,0,0,0,27.8478241816264,5.05786140764957,0.119689755361838,0.625,2.01510608196259,0.384615384615385,10,0,0,0,0,0,0,0,0,1,0,0,4.24264068711928,0,0,0,0,0,0,NaN,NaN,1,0,0
1619,3,6,2.00807654857635,10,0,0,0,0,0,0,0,0,0,0,2.17721969975465,Inf,131,1,0,0,0,0,0,27.7809757310229,2.0237408792144,0.0573361993060133,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,3.84187454245971,0,0,0,0,0,0,NaN,NaN,0,0,0
2025,10,32,9.48400628566742,25,24,21,18,2.15032804012299,1.97219121456146,1.71630299091339,18,16,0.102719381164198,1.5,0.579417139185072,0.0902430755372668,131,1,0,1,1,1,1,23.3446760812365,1.85896733057395,0.190000089694699,0.5625,3.40455663204193,0.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
2642,10,82,2.81691539287567,55,42,41,41,2.81691539287567,2.67424952983856,2.81691539287567,30,30,0.0476917543414073,1.6875,0.529042585786608,0.0403104930327159,131,1,0,1,1,1,1,14.7607647016804,0.833213767445036,0.148473073172238,0.682926829268293,2.81691539287567,0.554455445544555,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
3905,3,18,1.80546259880066,10,0,0,0,0,0,0,0,0,0,0,2.64573057023171,Inf,131,1,0,0,0,0,0,27.7417680762478,1.99057531786765,0.18824166999579,0.166666666666667,1.01406049728394,0.0909090909090909,3,0,0,0,0,0,1,1,1,1,0,0,14.4249783362056,0,0,0,0,0,0,NaN,NaN,1,0,0
6227,7,21,1.16826766729355,17,13,13,11,0.84207022190094,0.839812678098679,0.84207022190094,12,11,0.0887889825050419,0,2.91958447060947,Inf,131,1,0,0,0,0,0,15.8479345545009,9.00653253008534,0.151781387070541,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3.2310988842807,0,0,0,0,0,0,NaN,NaN,0,0,0
6327,4,21,1.77038204669952,13,0,0,0,0,0,0,0,0,0,0,1.21532185616809,Inf,131,1,0,0,0,0,0,16.0776103412174,3.29754466532902,0.161557629713987,0.523809523809524,1.74473690986633,0.196428571428571,11,0,0,0,0,0,0,0,1,1,0,0,3.05941170815567,0,0,0,0,0,0,NaN,NaN,1,0,0
6432,10,82,4.79283118247986,58,58,58,58,2.17742085456848,2.06515197753906,2.17742085456848,58,58,0.0932861647002257,1.70588235294118,0.4978005342076,0.0645935221120755,131,1,0,1,1,1,1,14.0758784888664,1.53349486858092,0.154054941561456,0.634146341463415,2.17742085456848,0.490566037735849,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
430,3,22,5.94290709495544,11,0,0,0,0,0,0,0,0,0,0,0.800741465140615,Inf,141,1,0,0,0,0,0,29.9329071856016,4.60315393883781,0.191824528676874,0.409090909090909,3.28536319732666,0.227272727272727,10,0,0,0,0,0,0,0,1,1,0,0,7.32393336944022,0,0,0,0,0,0,NaN,NaN,1,0,0
457,3,12,5.80678009986877,8,0,0,0,0,0,0,0,0,0,0,4.31696023261464,Inf,141,1,0,0,0,0,0,27.6424151629455,3.59935246557741,0.134739954232163,0.5,1.75383257865906,0.25,9,0,0,0,0,0,0,0,1,1,0,0,11.0308657865101,0,0,0,0,0,0,NaN,NaN,1,0,0
458,4,22,6.1016902923584,15,8,0,0,0,0,0,0,0,0,0,2.08747818200319,Inf,141,1,0,0,0,0,0,27.7521838092689,3.67229945563756,0.164925823610279,0.5,1.7589647769928,0.315789473684211,12,0,0,0,0,0,0,0,1,0,0,0,11.5879247494968,0,0,0,0,0,0,NaN,NaN,1,0,0
1140,10,32,2.79925143718719,20,18,18,18,2.79925143718719,2.71333494186401,2.79925143718719,14,14,0.0529207412346283,1.875,0.21340572034233,0.0490080849612785,141,1,0,1,1,1,1,23.826545562095,0.945903403016726,0.15675068715535,0.625,2.79925143718719,0.512820512820513,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
3733,10,96,4.34883666038513,75,75,75,75,2.93878674507141,2.56230134963989,2.93878674507141,54,54,0.0577120271468688,1.76190476190476,0.277398521972354,0.0406973898316845,141,1,1,1,1,1,1,12.8932855601899,4.64625279081483,0.136441570964558,0.802083333333333,2.94760453701019,0.631147540983607,77,0,0,0,0,0,0,0,0,0,0,0,0,56,51,5,0,1.9033340215683,1.76766085624695,0.0127074744363323,1.76766085624695,1,0,0
4444,10,369,3.08208334445953,362,362,362,355,3.04050302505493,2.8040435552597,3.04050302505493,361,355,0.0695999704543396,2.02808988764045,0.158505273795824,0.0372801090574733,141,1,1,1,1,1,1,5.02348154886127,1.18900038326258,0.0779504413591217,0.94579945799458,3.02388334274292,0.941798941798942,356,0,0,0,0,0,0,0,0,0,0,0,0,357,357,0,0,3.0387806892395,3.0387806892395,0.00437161006162359,3.02388334274292,1,0,0
4933,10,77,4.01301836967468,126,126,114,69,2.65888261795044,2.28061256408691,2.64478719234467,114,66,0.0895903420790248,1.75,0.649436232680737,0.0583385387672643,141,1,0,1,1,1,1,10.4279732896666,7.22644069683553,0.0953995776734851,0.649350649350649,2.49054181575775,0.370588235294118,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
5033,10,66,3.95700919628143,125,125,111,56,2.67136609554291,2.27223553657532,2.48879623413086,111,56,0.0872936831381637,1.65625,1.72826040480525,0.0579737816554932,141,1,0,0,1,1,0,10.4878416788947,5.61998480777747,0.151931056137589,0.681818181818182,2.50915026664734,0.323699421965318,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
2131,10,24,4.45336866378784,25,24,24,17,2.02403604984283,1.77378236651421,1.6562517285347,24,15,0.0876884530047201,1.61538461538462,1.02013634649781,0.0628946722802663,151,1,1,1,1,1,1,20.411206011691,2.57885953913488,0.175875306176076,0.75,4.45336866378784,0.638888888888889,23,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,1.11112797260284,1.11112797260284,0.0497488379915738,1.11112797260284,1,0,0
2733,10,48,6.33883595466614,37,34,34,29,2.61188727617264,2.44692621231079,2.61188727617264,34,29,0.084709339894083,1.88888888888889,0.740769713755629,0.0613343374008694,151,1,0,0,1,0,0,16.9474194621754,1.79365737784239,0.175990415392703,0.5,6.11750638484955,0.242424242424242,24,0,0,0,0,0,0,0,1,0,0,1,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
2833,10,44,5.08837223052979,40,36,36,30,2.752969622612,2.34768446087837,2.752969622612,28,25,0.0641323330485866,1.52631578947368,0.453208577018121,0.0583764721574834,151,1,0,0,1,1,0,16.6593045095897,3.48442702659276,0.158328778350355,0.659090909090909,4.12325501441956,0.316831683168317,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
2843,10,66,3.12535071372986,55,55,55,54,3.12535071372986,2.93212276697159,3.12535071372986,55,54,0.0888870155299419,1.81818181818182,0.620386819134427,0.037228674846139,151,1,1,1,1,1,1,13.7279607505364,1.25808456522307,0.114211457693496,0.727272727272727,3.12078666687012,0.657534246575342,48,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,3.12535071372986,3.12535071372986,0.0589428975365396,1.87599682807922,1,0,0
3432,10,68,5.42601072788239,60,58,58,45,2.34218740463257,2.16242877244949,2.33048361539841,58,39,0.0870414152716011,1.58823529411765,0.910270153171236,0.0598723446227152,151,1,1,1,1,1,1,14.3037620363548,2.13686229961593,0.182424507390558,0.617647058823529,4.74221503734589,0.450819672131148,55,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,2.0949370265007,2.0949370265007,0.0138192889962367,2.10664081573486,1,0,0
3433,10,36,6.25233113765717,60,59,59,18,2.72838771343231,2.21364890635014,1.80493760108948,59,18,0.0886976651966134,1.34090909090909,0.965137247074194,0.0585241042532671,151,1,1,0,1,1,0,14.0580260702414,1.38999862836699,0.227536687626565,0.472222222222222,1.41873729228973,0.339285714285714,38,0,0,0,0,0,0,1,1,0,0,0,0,17,17,0,0,1.41873729228973,1.41873729228973,0.0138192889962367,2.10664081573486,1,0,0
5443,10,561,2.92380630970001,455,451,451,451,2.91191804409027,2.51226477622986,2.91191804409027,402,402,0.0802359275508929,1.68913857677903,0.464140770919507,0.056192686665504,151,1,1,1,1,1,1,5.21102008363637,0.538898898971782,0.125803808309084,0.766488413547237,2.87120914459229,0.622286541244573,430,0,0,0,0,0,0,0,0,0,0,0,0,279,279,0,0,2.29694712162018,2.29694712162018,0.0194461029309899,2.29694712162018,1,0,0
6762,10,61,3.68385314941406,61,61,61,60,3.68385314941406,3.54337804317474,3.68385314941406,61,59,0.0765546721641397,2.03333333333333,0.671391883596775,0.0388214908289742,151,1,1,1,1,1,1,12.8983829151599,2.67743713120263,0.0776257943352908,0.918032786885246,3.66976594924927,0.888888888888889,56,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,3.6649614572525,3.6649614572525,0.0278355771740908,2.69836843013763,1,0,0
1131,10,23,3.02117168903351,17,16,16,15,2.32058191299438,2.26030787825584,2.32058191299438,15,14,0.0741785860575559,1.45454545454545,0.893458236745608,0.0720610532990699,161,1,0,1,1,1,1,25.6549784407715,4.29393852324165,0.140807391591725,0.608695652173913,2.31046879291534,0.555555555555556,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
1141,10,22,3.25044679641724,16,16,13,13,2.17107820510864,2.13745728731155,2.17107820510864,13,13,0.0851439009391593,1.625,0.461631738341483,0.0851439009391593,161,1,0,1,1,1,1,23.8228860390395,1.23668691098001,0.131046496552817,0.681818181818182,3.03703451156616,0.652173913043478,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
4963,10,129,2.79474949836731,124,124,124,124,2.79474949836731,2.58548957109451,2.79474949836731,120,120,0.0641377783324472,2.05882352941176,0.700679379007096,0.0374218880361782,161,1,1,1,1,1,1,7.54098587878346,2.4554148587744,0.0758547851761335,0.930232558139535,2.79474949836731,0.930232558139535,120,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0,0,2.79474949836731,2.79474949836731,0.0195394306084587,2.6621435880661,1,0,0
1941,10,35,7.05114042758942,40,38,36,26,2.92270803451538,2.62341628074646,2.73023366928101,34,22,0.0903570270235595,1.78947368421053,0.428751214075567,0.0635311931112306,171,1,1,1,1,1,1,18.8412141435788,2.71581208359929,0.158588486426526,0.714285714285714,2.91810810565948,0.364705882352941,31,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,1.88061261177063,1.88061261177063,0.00590598750029364,1.88061261177063,1,0,0
1942,10,30,7.61731708049774,38,36,34,11,2.73023366928101,2.48318033218384,2.5471995472908,34,9,0.0888337276832929,1.7,1.48722928334863,0.0625885573003134,171,1,1,0,1,1,0,18.7996918698793,1.50800869405136,0.227560646000871,0.5,5.70197105407715,0.313953488372093,27,0,0,0,0,0,0,0,1,0,0,0,0,11,11,0,0,1.69660592079163,1.69660592079163,0.00590598750029364,1.88061261177063,1,0,0
3162,10,57,3.58342683315277,58,58,58,56,3.58342683315277,3.46237815022469,3.58342683315277,57,55,0.0624561008365648,2.15,0.901589650153269,0.0386353830600987,171,1,1,1,1,1,1,13.1087275933147,3.44412002073186,0.0651067039272041,0.894736842105263,3.4634644985199,0.868852459016393,53,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,3.58342683315277,3.58342683315277,0.0184859152775307,2.86060047149658,1,0,0
5971,4,28,1.75660882890224,18,11,0,0,0,0,0,0,0,0,0,0.443049423731331,Inf,171,1,0,0,0,0,0,13.6667499318769,2.58077187627642,0.15411175875198,0.5,1.62971580028534,0.304347826086957,14,0,0,0,0,0,0,0,1,0,0,0,5.53172667437573,0,0,0,0,0,0,NaN,NaN,1,0,0
6071,3,21,2.65173378586769,11,0,0,0,0,0,0,0,0,0,0,2.96707133242142,Inf,171,1,0,0,0,0,0,13.7995389298821,3.80218644716053,0.211908258589071,0.476190476190476,1.49800716340542,0.245614035087719,14,0,0,0,0,0,0,1,1,0,0,0,5.16139516022558,0,0,0,0,0,0,NaN,NaN,1,0,0
9127,10,27,6.90845334529877,20,17,16,14,2.07452809810638,2.07322012782097,2.07452809810638,13,13,0.0832358514217024,1.75,0.541206068973155,0.0747826895089024,171,1,0,1,1,1,1,28.6306976653572,1.71821405232854,0.150643500130287,0.703703703703704,6.90297961235046,0.513513513513513,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
239,10,17,6.95780563354492,15,13,13,10,1.84203290939331,1.84028117656708,1.84203290939331,13,10,0.0943558248765613,1.625,1.0427006521908,0.0943558248765613,181,1,0,0,1,1,0,29.1425916042114,1.10612622894468,0.152952497143051,0.647058823529412,6.95427942276001,0.297297297297297,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
1260,5,14,3.33048820495605,15,15,10,0,0,0,0,0,0,0,0,0.599033511561828,Inf,181,1,0,1,0,0,1,22.9748035453879,1.34876863490002,0.0549313416240744,1,3.33048820495605,0.9375,15,0,0,0,0,0,0,0,0,0,0,0,10.3576059009792,0,0,0,0,0,0,NaN,NaN,1,0,0
6763,10,46,3.1730260848999,51,51,51,44,3.4235987663269,3.29530743360519,3.1730260848999,51,44,0.0764487930508758,2.04347826086957,0.257054187450512,0.0368148056341979,181,1,1,1,1,1,1,12.9591975022877,1.89172605255944,0.0860555304111439,0.891304347826087,3.0770378112793,0.821428571428571,46,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,2.370485663414,2.370485663414,0.0128088043782607,2.370485663414,1,0,0
7429,10,52,5.45861840248108,48,45,38,35,3.56010496616364,3.24953951835632,3.55741429328918,38,29,0.0916555154364171,1.77777777777778,0.339950042706719,0.060487829821279,181,1,1,1,1,1,1,19.593067923726,1.77945218787459,0.130773090324996,0.673076923076923,5.43511867523193,0.48314606741573,43,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,1.24250829219818,1.24250829219818,0.0631500992287154,1.24250829219818,1,0,0
3444,10,99,3.51944077014923,108,101,101,87,3.51628303527832,3.22273557186127,3.51628303527832,94,86,0.077052072126057,2,0.501299394986056,0.0352717621080354,191,1,1,1,1,1,1,10.0891106676363,1.15440422957988,0.0850326587389181,0.94949494949495,3.51944077014923,0.714285714285714,105,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,3.51944077014923,3.51944077014923,0.040395545828287,3.51944077014923,1,0,0
3445,10,16,3.22624051570892,109,109,109,11,3.51944077014923,3.2181842982769,3.22624051570892,109,9,0.0854466049446231,1.4390243902439,1.21221708928402,0.0854466049446231,191,0,1,0,1,1,0,10.0481829142906,0.929909127222673,0.0505620491013653,1,3.22624051570892,0.285714285714286,42,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,3.22624051570892,3.22624051570892,0.040395545828287,3.51944077014923,1,0,0
4863,10,103,2.45323729515076,100,100,100,100,2.45323729515076,2.13516031801701,2.45323729515076,87,87,0.0585393722548424,2.08333333333333,1.08858957938248,0.040680689812469,191,1,1,1,1,1,1,7.75661250791296,3.38706794720504,0.0756470883639106,0.951456310679612,2.45323729515076,0.942307692307692,98,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,2.27099692821503,2.27099692821503,0.0202473887928718,2.27099692821503,1,0,0
5367,7,104,2.92805540561676,90,89,70,56,1.42683199048042,1.31730392575264,1.42683199048042,70,56,0.0862060956493838,0,0.748992033684295,Inf,191,1,0,1,0,0,1,10.2077178680157,3.55946360955616,0.194406181595511,0.682692307692308,2.92805540561676,0.448275862068966,78,0,0,0,0,0,0,0,0,0,0,0,3.84187454245971,0,0,0,0,0,0,NaN,NaN,1,0,0
5467,7,31,4.3804817199707,86,85,68,16,1.42683199048042,1.33995732888579,1.31050793081522,64,8,0.0817619470112894,0,1.30287948087467,Inf,191,1,0,0,0,0,0,10.2757848524516,6.28555809629028,0.159308285254418,0.709677419354839,4.38005137443542,0.331168831168831,51,0,0,0,0,0,0,0,1,0,0,0,4.32666153055679,0,0,0,0,0,0,NaN,NaN,1,0,0
1444,10,24,2.89625370502472,18,18,18,17,2.69439601898193,2.62128493785858,2.69439601898193,14,14,0.0864540457277179,1.63636363636364,0.342414438697462,0.0673642140626595,201,1,0,1,1,1,1,21.4437769591936,1.63732010550851,0.130849767983616,0.791666666666667,2.89625370502472,0.655172413793103,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
3467,7,48,6.71618139743805,34,33,22,22,0.763937950134277,0.751580119132996,0.763937950134277,22,22,0.0848954899190714,0,0.938848422789091,Inf,201,1,0,1,0,0,1,13.5193283174631,1.30791758867169,0.15679129081444,0.604166666666667,6.70369172096252,0.46031746031746,29,0,0,0,0,0,0,0,0,0,0,0,2.16333076527839,0,0,0,0,0,0,NaN,NaN,1,0,0
5016,5,16,4.89364433288574,16,15,6,0,0,0,0,0,0,0,0,1.19368626486228,Inf,201,1,0,0,0,0,0,20.5355228879961,3.38024864291835,0.180774764344781,0.375,1.49296361207962,0.166666666666667,6,0,0,0,0,0,0,1,1,1,0,0,4.68614980554399,0,0,0,0,0,0,NaN,NaN,1,0,0
5979,4,28,3.68189489841461,13,8,0,0,0,0,0,0,0,0,0,0.179921225468562,Inf,201,1,0,1,0,0,1,18.2270765974156,3.72207570896953,0.177033765286699,0.571428571428571,3.64535558223724,0.470588235294118,16,0,0,0,0,0,0,0,0,0,0,0,5.43323108288245,0,0,0,0,0,0,NaN,NaN,1,0,0
6043,10,155,3.33245408535004,141,141,141,141,3.32302784919739,3.09534810781479,3.32302784919739,141,141,0.0753435314972678,2.09090909090909,0.279177748294551,0.0353089336364063,201,1,1,1,1,1,1,7.86779508829172,2.0782072006574,0.0871245595275815,0.864516129032258,3.25539600849152,0.864516129032258,134,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0,0,3.32302784919739,3.32302784919739,0.0239747690793389,2.84806096553802,1,0,0
6481,5,18,7.12803876399994,14,13,7,0,0,0,0,0,0,0,0,0.218250945579178,Inf,201,1,0,1,0,0,1,20.5580938554651,0.948198371769875,0.151867538014351,0.777777777777778,6.69165456295013,0.608695652173913,14,0,0,0,0,0,0,0,0,0,0,0,7.517978451685,0,0,0,0,0,0,NaN,NaN,1,0,0
1730,6,12,9.65164983272552,27,23,21,2,0,0,0,0,0,0,0,0.888960521401691,Inf,211,1,0,0,0,0,0,22.7830032623828,1.87825650585647,0.213442521282854,0.583333333333333,9.65164983272552,0.155844155844156,12,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
1731,10,49,9.66381847858429,33,26,22,21,2.04256570339203,2.03130981326103,2.04256570339203,20,20,0.0932027257444808,1.77777777777778,0.290492432355947,0.0716459199309859,211,1,1,1,1,1,1,22.5649295254066,1.16120408742284,0.186744117538321,0.612244897959184,9.6424800157547,0.384615384615385,30,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,0,1.84647274017334,1.64719617366791,0.0155321729535185,1.64719617366791,1,0,0
3943,10,192,3.99472761154175,191,191,191,184,3.97170829772949,3.54419927597046,3.97170829772949,186,182,0.0727285511330558,2.03571428571429,0.465992697983458,0.0360314793126047,211,1,1,1,1,1,1,7.42985435509175,1.58238955581625,0.0806404720718942,0.901041666666667,3.72922325134277,0.826291079812207,176,0,0,0,0,0,0,0,0,0,0,0,0,178,178,0,0,3.83342289924622,3.83342289924622,0.0113580382451128,2.31666612625122,1,0,0
6874,6,11,3.66756129264832,31,21,14,3,0,0,0,0,0,0,0,1.32874701470391,Inf,211,1,0,0,0,0,0,18.3292723331823,0.992034428399713,0.0494028987889124,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.6,0,0,0,0,0,0,NaN,NaN,0,0,0
6974,10,34,3.51099753379822,35,26,22,18,2.67488276958466,2.42870569229126,2.67488276958466,20,16,0.0602131109311078,2,0.571976866328317,0.0419968332548921,211,1,0,1,1,1,1,18.4823730198987,2.34171772456288,0.132909043849028,0.764705882352941,3.51099753379822,0.589285714285714,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
1844,10,22,3.51020491123199,20,20,20,20,3.51020491123199,3.50144696235657,3.51020491123199,20,20,0.064032658546767,2,1.34750346208612,0.0178146943061219,221,1,0,1,1,1,1,19.3477701166781,1.27345437424336,0.0954463703836081,0.909090909090909,3.51020491123199,0.909090909090909,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
4974,10,53,2.68633258342743,41,39,39,39,2.68633258342743,2.43481090664864,2.68633258342743,39,39,0.0869306330259987,1.70833333333333,0.260887632922662,0.0499008881967235,221,1,0,1,1,1,1,14.0654822900502,3.21307846353613,0.133056304015791,0.716981132075472,2.68041181564331,0.612903225806452,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
5225,10,38,4.37644910812378,25,24,24,24,1.8154701590538,1.52048005461693,1.8154701590538,24,24,0.0634036368553546,2,1.02778337614674,0.0592942314049293,221,1,0,1,1,1,1,15.4059707031607,5.34000018921713,0.152328398212467,0.631578947368421,1.8154701590538,0.369230769230769,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
6843,10,38,3.93262648582458,81,81,81,38,4.13775622844696,3.75487967729568,3.93262648582458,79,38,0.0637607174182416,2.06060606060606,0.765166384885633,0.0408620813782766,221,1,1,1,1,1,1,12.1963345877602,1.03727727504956,0.0446087856784945,1,3.93262648582458,0.906976744186046,78,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,3.93095946311951,3.93095946311951,0.0128459043994765,3.37397146224976,1,0,0
6844,10,19,4.14156317710876,81,81,81,17,4.13775622844696,3.74238351583481,4.13314688205719,81,17,0.065946604030782,2.06060606060606,0.560359650946087,0.039601927103851,221,0,1,0,1,1,1,12.1637828430162,0.753828430269594,0.0408274246387157,1,4.14156317710876,0.86046511627907,74,0,0,0,0,0,0,0,0,0,1,0,0,13,13,0,0,3.92447733879089,3.92447733879089,0.0128459043994765,3.37397146224976,1,0,0
6943,10,24,2.79283094406128,78,78,78,24,4.03065931797028,3.71664090156555,2.79283094406128,78,24,0.059744203970401,2,1.48619103576762,0.0414102095424908,221,1,0,1,1,0,1,12.2590632053448,1.46139551568907,0.0492972561573815,1,2.79283094406128,0.883720930232558,76,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
2974,10,24,3.43931555747986,24,24,24,24,3.43931555747986,3.32482466697693,3.43931555747986,23,23,0.0595856666768833,2.09090909090909,0.568175326648728,0.0586698026146594,231,1,0,1,1,1,1,18.9106251375773,1.4952470979458,0.0617365209928133,1,3.43931555747986,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
4643,10,328,2.85586047172546,328,328,328,328,2.85586047172546,2.58946512937546,2.85586047172546,328,328,0.055126161785575,1.94082840236686,0.250661407652886,0.0370660447669893,231,1,1,1,1,1,1,5.03422521365329,1.18674489162039,0.0546799750688679,1,2.85586047172546,1,328,0,0,0,0,0,0,0,0,0,0,0,0,325,325,0,0,2.85586047172546,2.85586047172546,0.00204425971656833,2.85023593902588,1,0,0
8766,4,19,1.79099261760712,12,8,0,0,0,0,0,0,0,0,0,3.30144626456191,Inf,231,1,0,1,0,0,1,24.6745668569227,4.42536465110126,0.137728228608106,0.631578947368421,1.78057742118835,0.444444444444444,12,0,0,0,0,0,0,0,0,0,0,0,8.48528137423857,0,0,0,0,0,0,NaN,NaN,1,0,0
2343,10,20,6.44455766677856,78,78,78,19,8.05956125259399,7.28935864567756,6.43721485137939,77,19,0.0705823005492937,2.09090909090909,0.580552817806531,0.0431206623969417,241,1,0,1,1,1,1,16.5016186335341,2.02697420145703,0.0551691873258268,0.85,5.52936911582947,0.614457831325301,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
2344,10,42,6.40362417697906,78,78,78,39,8.05956125259399,7.28935864567756,5.78345739841461,77,38,0.0710077871907699,2.09090909090909,0.499532486998018,0.0397841371303598,241,1,1,1,1,1,1,16.4759887444751,1.6187400047606,0.0798393967240616,0.833333333333333,6.25103521347046,0.662650602409639,55,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,4.35680305957794,4.35680305957794,0.0386038083726731,0.755582809448242,1,0,0
6443,10,37,2.7917172908783,33,30,30,28,1.61810550093651,1.52279014885426,1.61810550093651,20,20,0.0478275351421735,1.63636363636364,1.35180324281316,0.0370744944711093,241,1,0,1,1,1,1,9.81111153227345,1.50841931463233,0.168655575720778,0.783783783783784,2.7917172908783,0.418918918918919,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
6444,7,36,3.68601608276367,33,32,32,19,1.62199434638023,1.04287085533142,1.14922258257866,32,19,0.0987580645085851,0,0.231710463304974,Inf,241,1,0,1,0,0,1,9.78471423521501,1.48399930367875,0.120735224784192,0.861111111111111,3.68601608276367,0.436619718309859,31,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
6664,10,61,2.54473727941513,39,37,37,35,2.37445861101151,1.87378572225571,2.37445861101151,27,27,0.0785967294324171,1.75,0.341260870800494,0.0341348785020602,241,1,0,1,1,1,1,13.0646014736345,1.48834359645838,0.154466817991343,0.622950819672131,2.37445861101151,0.567164179104478,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
4043,10,56,3.93650126457214,245,245,245,46,3.99408209323883,3.52106819748878,3.60743200778961,243,37,0.0772759426612352,1.75,0.52483270651701,0.0358600364406637,251,0,1,1,1,1,1,6.8761253989602,0.975966903469109,0.0895569827770093,0.982142857142857,3.93650126457214,0.643835616438356,188,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,3.37345540523529,3.37345540523529,0.0194869239444363,3.0347535610199,1,0,0
4143,10,236,4.00316023826599,249,249,249,217,4.00316023826599,3.5040046274662,4.00316023826599,235,201,0.0846345929720413,1.85365853658537,0.284332411590826,0.0369408031376096,251,1,1,1,1,1,1,6.78789639002712,1.05999328484868,0.0817507684258238,0.927966101694915,4.00316023826599,0.835616438356164,244,0,0,0,0,0,0,0,0,0,0,0,0,186,186,0,0,3.67231130599976,3.67231130599976,0.0194869239444363,3.0347535610199,1,0,0
