source,target,semanticName,squaredStandardizedResidual,heightResidual,mapMixtureWeight,weight,robustWeight,globalTarget,sourceX,sourceY,targetBodyXY_1,targetBodyXY_2,sourceAtReference_1,sourceAtReference_2,sourceAtSolution_1,sourceAtSolution_2,targetWorldXY_1,targetWorldXY_2,referenceDistanceM,solutionDistanceM
97,76,curb,3.62675449830983,NaN,0.00272072512547887,0.000505909336700064,0.000320138903413717,736,20.1107407057564,-2.42599121813724,24.2565935748213,-2.17726619004678,484483.429006481,4976629.0976923,484483.164017775,4976629.69809761,484487.525595869,4976629.78173581,4.15330713419446,4.36237994892602
98,76,curb,4.71099830981521,NaN,0.00272072512547887,0.00125558155989082,0.000715937045833734,736,21.4058197168641,-2.42886774815031,24.2565935748213,-2.17726619004678,484484.71718374,4976629.23124853,484484.441517685,4976629.91077554,484487.525595869,4976629.78173581,2.86185515594443,3.08677655428442
99,76,curb,13.5058264942025,NaN,0.00272072512547887,0.00139277850417781,0.000440622702050244,736,21.1483291997651,-2.00120259083106,24.2565935748213,-2.17726619004678,484484.416077704,4976629.62941183,484484.116449617,4976630.28962855,484487.525595869,4976629.78173581,3.11324682869751,3.44677141700485
100,146,pole,31.100349818198,NaN,0.000304429102169065,0.0655004982248285,0.0109604894170421,1087,-19.0785430051035,-11.2813757182367,-19.7455316876665,-13.9398230013322,484445.390518915,4976616.16358018,484445.994791558,4976614.44469095,484445.007267569,4976613.44966525,2.74084218102583,1.40188436580571
105,147,pole,2.21308643092901,NaN,0.000372624613405367,0.0597614256826997,0.0441338882174068,1088,10.6433470045535,-3.57775604826844,10.3474479347709,-3.22138239191701,484474.135602353,4976626.95508981,484474.020296994,4976626.98692149,484473.803810907,4976627.27831245,0.463204536572787,0.363008154229843
108,172,trafficSign,0.720108548894,NaN,0.000234215350395996,0.108851539939527,0.0976056713966095,1298,10.6657749025738,-3.5464798584958,10.7154943989855,-3.60559993355971,484474.154611012,4976626.98855444,484474.037207494,4976627.02149381,484474.210281306,4976626.93500045,0.0772477285939594,0.193482936830176
109,60,curb,15.7816699039515,NaN,0.00274627103144694,0.00190518492868264,0.000540467692924665,720,5.61771336342762,-3.15200992818431,0.493562827514168,-2.57586571745119,484469.093081347,4976626.84909379,484468.993889203,4976626.57041461,484463.936749374,4976626.88228192,5.1564387775298,5.06674693193197
110,60,curb,3.72708934911586,NaN,0.00274627103144694,0.00453495077380178,0.00284085281232576,720,6.34993213377041,-2.86730202861842,0.493562827514168,-2.57586571745119,484469.791237034,4976627.20934585,484469.66852007,4976626.97300138,484463.936749374,4976626.88228192,5.86361633933705,5.73248858080619
111,60,curb,0.306644093342577,NaN,0.00274627103144694,0.00432820946446086,0.00412578580868031,720,6.98372875464794,-2.51496762979514,0.493562827514168,-2.57586571745119,484470.384394693,4976627.62648094,484470.234847386,4976627.42589327,484463.936749374,4976626.88228192,6.49045162824352,6.32151499733692
112,68,curb,0.612138566264797,NaN,0.00097718142650001,0.00362279475743027,0.00329962256158053,728,7.27425477219,-2.07299989983298,8.17765180139982,-2.44159243371538,484470.626749923,4976628.09659239,484470.447774553,4976627.91004496,484471.563946783,4976627.82520947,0.975698031249464,1.11939157957205
113,68,curb,0.322559574230605,NaN,0.00097718142650001,0.00399424918150993,0.00379822458853245,728,8.00491309024777,-2.44271444499783,8.17765180139982,-2.44159243371538,484471.392287234,4976627.80589832,484471.229769289,4976627.66707448,484471.563946783,4976627.82520947,0.172742355077917,0.36970430362615
114,68,curb,1.81652188189614,NaN,0.00097718142650001,0.00320245388780765,0.00248128463442449,728,8.0041090087366,-1.97485173627262,8.17765180139982,-2.44159243371538,484471.342205445,4976628.27107352,484471.151119296,4976628.12827979,484471.563946783,4976627.82520947,0.497959816818927,0.512130993269442
115,68,curb,0.0867858768315826,NaN,0.00097718142650001,0.00390073060224687,0.00384730788414028,728,8.94984513425335,-2.44299540689631,8.17765180139982,-2.44159243371538,484472.331992051,4976627.90515305,484472.161572537,4976627.82404375,484471.563946783,4976627.82520947,0.772194607329719,0.597626890626006
116,65,curb,1.3240982547374,NaN,0.000918154900082931,0.00326464539432711,0.00269392250117461,725,8.87957468452051,-2.04876104277713,9.11085080705195,-2.42169874929918,484472.220585968,4976628.28979231,484472.026677279,4976628.20108744,484472.489858744,4976627.94329072,0.43882932671948,0.530090763448369
117,68,curb,0.226475739933992,NaN,0.00097718142650001,0.00386798366083358,0.00373272422393977,728,9.78621292555979,-2.57784077322962,8.17765180139982,-2.44159243371538,484473.177910879,4976627.85915641,484473.008718173,4976627.83025871,484471.563946783,4976627.82520947,1.61432106479023,1.4447802133667
118,65,curb,2.12610706013404,NaN,0.000918154900082931,0.00332304122079424,0.00247955374505822,725,9.75305597712873,-2.02096626574789,9.11085080705195,-2.42169874929918,484473.086280177,4976628.40944035,484472.883353951,4976628.37385085,484472.489858744,4976627.94329072,0.756976884405808,0.58328423967671
119,71,curb,0.226312321091714,NaN,0.00172314115876086,0.00397431925551499,0.00383543814989785,731,10.8206810562397,-2.55036725925107,14.0402000440997,-2.35269571638159,484474.203730169,4976627.99544248,484474.024190444,4976628.02949519,484477.384516737,4976628.53114143,3.2255815835828,3.39756408937042
120,71,curb,2.43406667100241,NaN,0.00172314115876086,0.00316948785250405,0.00228110858986113,731,10.7202026895526,-2.00066178333384,14.0402000440997,-2.35269571638159,484474.045907716,4976628.53150599,484473.833636492,4976628.55481529,484477.384516737,4976628.53114143,3.33860904036301,3.55095916094096
121,71,curb,0.521848232855186,NaN,0.00172314115876086,0.00384400377122547,0.00354777938666674,731,11.7393730059811,-2.72086472584201,14.0402000440997,-2.35269571638159,484475.135270575,4976627.92266367,484474.958445234,4976628.01425474,484477.384516737,4976628.53114143,2.33009731116927,2.48052308660821
122,71,curb,2.13458086522017,NaN,0.00172314115876086,0.00306008807204113,0.00228103834379977,731,11.5824419521074,-2.07696918694872,14.0402000440997,-2.35269571638159,484474.911388009,4976628.54644682,484474.696551551,4976628.62305727,484477.384516737,4976628.53114143,2.47317608710764,2.68953627314338
123,71,curb,0.347827264920765,NaN,0.00172314115876086,0.00373227343145857,0.00353551373959715,731,12.4929457420386,-2.71951977092215,14.0402000440997,-2.35269571638159,484475.884509384,4976628.0033785,484475.701286801,4976628.14098313,484477.384516737,4976628.53114143,1.59014331487573,1.72785604626131
124,71,curb,3.86694502364792,NaN,0.00172314115876086,0.00288333768394737,0.00178125515978866,731,12.5842786767988,-2.01355624805865,14.0402000440997,-2.35269571638159,484475.900971758,4976628.71503516,484475.673866721,4976628.85230186,484477.384516737,4976628.53114143,1.49489886177556,1.74053655497331
125,71,curb,0.224862178763403,NaN,0.00172314115876086,0.00368534351207541,0.00355735710113143,731,13.3637549523126,-2.72963588236456,14.0402000440997,-2.35269571638159,484476.751539709,4976628.0850451,484476.561637408,4976628.27591959,484477.384516737,4976628.53114143,0.774378363964961,0.861550099891617
126,71,curb,10.3383398492707,NaN,0.00172314115876086,0.00132570010935221,0.000499484924877254,731,14.2360933970773,-3.31074130147984,14.0402000440997,-2.35269571638159,484477.680235751,4976627.59905999,484477.518514366,4976627.84808276,484477.384516737,4976628.53114143,0.977867858389289,0.696077947968014
127,71,curb,0.00914941679667414,NaN,0.00172314115876086,0.00350331520502456,0.00349819417517746,731,14.3312903299256,-2.5884312806377,14.0402000440997,-2.35269571638159,484477.698818773,4976628.32737921,484477.492184182,4976628.57616307,484477.384516737,4976628.53114143,0.374572837661008,0.116701445287181
128,71,curb,5.18643620170388,NaN,0.00172314115876086,0.00281720575612434,0.00153959989504019,731,14.3636646630016,-2.00407197615663,14.0402000440997,-2.35269571638159,484477.669459686,4976628.91189776,484477.426863764,4976629.15776185,484477.384516737,4976628.53114143,0.475571101095811,0.628049698773209
129,71,curb,0.0101250099968163,NaN,0.00172314115876086,0.00312973718077559,0.00312467520195054,731,15.2004060515424,-2.70848773213495,14.0402000440997,-2.35269571638159,484478.575745563,4976628.2995387,484478.369160106,4976628.60241033,484477.384516737,4976628.53114143,1.21353448168866,0.987219236384667
130,71,curb,6.67441201143653,NaN,0.00172314115876086,0.00213563320952134,0.00103275162906423,731,15.361765678815,-2.01158321665174,14.0402000440997,-2.35269571638159,484478.662799286,4976629.00956299,484478.41229782,4976629.31644952,484477.384516737,4976628.53114143,1.36487855306628,1.29346154138279
131,71,curb,0.984216039648634,NaN,0.00172314115876086,0.0026470378656278,0.00228690801733055,731,16.1840018407104,-2.49294678727758,14.0402000440997,-2.35269571638159,484479.531165495,4976628.61748733,484479.303173031,4976628.97862627,484477.384516737,4976628.53114143,2.14838462713409,1.97014838379374
132,71,curb,8.17055875803499,NaN,0.00172314115876086,0.00214590253213744,0.000930053477878311,731,16.2471597179164,-2.01785736103932,14.0402000440997,-2.35269571638159,484479.543928609,4976629.09658647,484479.286390551,4976629.45760145,484477.384516737,4976628.53114143,2.23221587798117,2.11552645487572
133,71,curb,1.50845439035297,NaN,0.00172314115876086,0.00217549563611765,0.00175252015951037,731,17.1434501352808,-2.50345519785627,14.0402000440997,-2.35269571638159,484480.486383112,4976628.70810058,484480.250992075,4976629.12792635,484477.384516737,4976628.53114143,3.10690996805782,2.92794007971429
134,71,curb,8.29334388190124,NaN,0.00172314115876086,0.00201456983363029,0.000865761104353624,731,17.1361331794357,-2.05955605433351,14.0402000440997,-2.35269571638159,484480.432348876,4976629.14875951,484480.169907801,4976629.56441842,484477.384516737,4976628.53114143,3.10978019157367,2.97086935595877
135,76,curb,0.956288878962196,NaN,0.00272072512547887,0.00189666010644959,0.00164496953486232,736,18.2529541044978,-2.51854891349602,24.2565935748213,-2.17726619004678,484481.591304609,4976628.80996011,484481.347537552,4976629.29767586,484487.525595869,4976629.78173581,6.01333192055861,6.1969927075116
136,76,curb,8.771736991481,NaN,0.00272072512547887,0.00166625812838707,0.000693269580496928,736,18.1476095490651,-2.00383014528854,24.2565935748213,-2.17726619004678,484481.432328353,4976629.31071897,484481.158007407,4976629.7876873,484487.525595869,4976629.78173581,6.11144548275525,6.36759124359522
137,76,curb,3.15058530818046,NaN,0.00272072512547887,0.000492901439237333,0.000327706615518136,736,18.6853446734405,-2.38222618834886,24.2565935748213,-2.17726619004678,484482.006930199,4976628.99107018,484481.751213642,4976629.50405198,484487.525595869,4976629.78173581,5.57501775087315,5.78105513057729
138,76,curb,1.24529645490267,NaN,0.00272072512547887,0.001484124868106,0.00123754683773652,736,19.4953490846049,-2.55636161743193,24.2565935748213,-2.17726619004678,484482.830770919,4976628.90322507,484482.57890176,4976629.46713758,484487.525595869,4976629.78173581,4.77631264031744,4.95668787242221
139,76,curb,9.33561093988913,NaN,0.00272072512547887,0.0017240076632257,0.000691345879010969,736,19.3796405767961,-1.97290924709526,24.2565935748213,-2.17726619004678,484482.654248334,4976629.47124348,484482.367714199,4976630.02319958,484487.525595869,4976629.78173581,4.88123266248072,5.16353058186764
141,147,pole,2.42242464223695,NaN,0.000372624613405367,0.0883889841438558,0.0636997349286399,1088,10.6821015385391,-3.5705042643074,10.3474479347709,-3.22138239191701,484474.173377424,4976626.96638344,484474.057304388,4976627.00052131,484473.803810907,4976627.27831245,0.48361050083831,0.376067633558698
142,149,pole,108.505436216762,NaN,0.00032600971896668,0.0635279505090128,0.00345996410951149,1090,16.6279162909446,-11.0941163812691,14.5893464121009,-10.2283078637053,484480.878612039,4976620.11092714,484481.172220088,4976620.57125798,484478.760183394,4976620.75718686,2.21481185206992,2.41919212901851
143,172,trafficSign,0.42169124579604,NaN,0.000234215350395996,0.113508657602861,0.10633422379444,1298,10.7114754073269,-3.56082109727121,10.7154943989855,-3.60559993355971,484474.201567908,4976626.97910683,484474.084657308,4976627.01495757,484474.210281306,4976626.93500045,0.0449588311001511,0.148911149863266
