frame,milliseconds,legacyMilliseconds,legacyCount,candidateCount,retainedLegacy,fineCount,fineMatched,legacyFineMatched,subsetCount,subsetFineMatched,coarseCount,coarseShared,coarseMatchedNewTolerant,coarseMatchedOldTolerant
989,358.718,NaN,8,17,8,0,NaN,NaN,NaN,NaN,6,4,4,4
990,362.804,NaN,8,28,8,0,NaN,NaN,NaN,NaN,8,5,5,6
991,368.294,NaN,8,23,8,1,1,1,NaN,NaN,6,6,8,6
992,357.351,NaN,6,16,6,0,NaN,NaN,NaN,NaN,5,5,6,5
993,385.228,NaN,7,15,7,0,NaN,NaN,NaN,NaN,5,5,5,5
994,376.669,NaN,5,18,5,0,NaN,NaN,NaN,NaN,6,5,5,5
995,365.355,NaN,5,15,5,0,NaN,NaN,NaN,NaN,4,4,5,4
996,385.145,NaN,7,15,7,0,NaN,NaN,NaN,NaN,7,6,8,6
997,379.617,NaN,3,10,3,0,NaN,NaN,NaN,NaN,4,3,3,3
998,374.467,NaN,4,15,4,0,NaN,NaN,NaN,NaN,5,3,4,4
999,385.177,NaN,6,26,6,0,NaN,NaN,NaN,NaN,5,4,6,4
1000,376.055,NaN,10,27,10,0,NaN,NaN,NaN,NaN,8,8,9,8
1001,383.517,NaN,6,26,6,1,1,1,NaN,NaN,5,5,5,5
1002,404.977,NaN,7,17,7,0,NaN,NaN,NaN,NaN,8,4,4,6
1003,401.942,NaN,10,25,10,0,NaN,NaN,NaN,NaN,12,11,13,11
1004,411.56,NaN,9,24,9,0,NaN,NaN,NaN,NaN,10,7,7,7
1005,395.397,NaN,8,27,8,0,NaN,NaN,NaN,NaN,8,5,6,5
1006,400.027,NaN,9,28,9,0,NaN,NaN,NaN,NaN,8,8,9,8
1007,392.072,NaN,8,27,8,0,NaN,NaN,NaN,NaN,7,5,6,5
1008,392.164,NaN,8,28,8,0,NaN,NaN,NaN,NaN,16,9,13,13
1009,382.283,NaN,13,32,13,0,NaN,NaN,NaN,NaN,10,9,10,10
1010,379.46,NaN,6,33,6,0,NaN,NaN,NaN,NaN,9,6,7,6
1011,390.793,NaN,11,32,11,2,2,2,NaN,NaN,14,8,10,8
1012,384.782,NaN,9,34,9,0,NaN,NaN,NaN,NaN,13,10,13,10
1013,374.531,NaN,10,34,10,0,NaN,NaN,NaN,NaN,14,9,9,11
1014,393.372,NaN,7,34,7,0,NaN,NaN,NaN,NaN,6,3,4,4
1015,419.6,NaN,5,29,5,0,NaN,NaN,NaN,NaN,9,5,6,5
1016,403.133,NaN,6,22,6,0,NaN,NaN,NaN,NaN,6,4,5,4
1017,409.156,NaN,4,26,4,0,NaN,NaN,NaN,NaN,8,7,9,8
1018,408.509,NaN,6,25,6,0,NaN,NaN,NaN,NaN,9,7,8,7
1019,431.501,NaN,4,24,4,0,NaN,NaN,NaN,NaN,6,5,6,6
1020,429.876,NaN,8,20,8,0,NaN,NaN,NaN,NaN,8,8,8,8
1021,435.585,NaN,10,30,10,5,5,3,NaN,NaN,14,13,16,13
1022,445.44,NaN,10,31,10,0,NaN,NaN,NaN,NaN,8,6,9,7
1023,456.827,NaN,9,30,9,0,NaN,NaN,NaN,NaN,16,11,12,12
1024,441.545,NaN,11,28,11,0,NaN,NaN,NaN,NaN,12,9,10,10
1025,420.074,NaN,10,28,10,0,NaN,NaN,NaN,NaN,10,7,10,7
1026,419.229,NaN,16,32,16,0,NaN,NaN,NaN,NaN,12,9,10,11
1027,418.911,NaN,15,29,15,0,NaN,NaN,NaN,NaN,14,10,11,12
1028,425.852,NaN,14,38,14,0,NaN,NaN,NaN,NaN,12,9,12,10
1029,428.434,NaN,12,27,12,0,NaN,NaN,NaN,NaN,11,8,12,9
1030,431.795,NaN,8,23,8,0,NaN,NaN,NaN,NaN,17,10,14,11
1031,424.271,NaN,6,25,6,3,1,1,NaN,NaN,13,6,7,8
1032,435.118,NaN,6,33,6,0,NaN,NaN,NaN,NaN,14,12,14,12
1033,456.24,NaN,8,22,8,0,NaN,NaN,NaN,NaN,15,7,9,10
1034,451.007,NaN,11,24,11,0,NaN,NaN,NaN,NaN,11,8,9,8
1035,455.782,NaN,7,21,7,0,NaN,NaN,NaN,NaN,7,5,5,6
1036,461.326,NaN,9,19,9,0,NaN,NaN,NaN,NaN,11,8,9,10
1037,479.949,NaN,7,19,7,0,NaN,NaN,NaN,NaN,11,6,8,9
1038,458.855,NaN,11,27,11,0,NaN,NaN,NaN,NaN,16,11,11,12
1039,433.109,NaN,6,25,6,0,NaN,NaN,NaN,NaN,14,6,8,7
1040,456.794,NaN,5,18,5,0,NaN,NaN,NaN,NaN,10,7,8,7
1041,442.624,NaN,6,17,6,1,1,1,NaN,NaN,10,5,7,5
1042,399.571,NaN,6,15,6,0,NaN,NaN,NaN,NaN,7,5,5,6
1043,389.982,NaN,8,23,8,0,NaN,NaN,NaN,NaN,4,4,4,4
1044,372.691,NaN,10,32,10,0,NaN,NaN,NaN,NaN,11,7,9,8
1045,366.642,NaN,12,35,12,0,NaN,NaN,NaN,NaN,16,12,18,13
1046,340.421,NaN,14,34,14,0,NaN,NaN,NaN,NaN,18,17,22,18
1047,332.039,NaN,10,31,10,0,NaN,NaN,NaN,NaN,12,7,11,7
1048,314.013,NaN,10,26,10,0,NaN,NaN,NaN,NaN,4,4,4,4
1049,306.332,NaN,9,27,9,0,NaN,NaN,NaN,NaN,9,3,3,3
1050,293.886,NaN,5,24,5,0,NaN,NaN,NaN,NaN,7,5,5,5
1051,285.989,NaN,6,20,6,2,2,2,NaN,NaN,8,4,7,5
1052,278.028,NaN,6,22,6,0,NaN,NaN,NaN,NaN,7,5,8,6
1053,281.903,NaN,5,25,5,0,NaN,NaN,NaN,NaN,7,5,8,6
1054,264.001,NaN,7,24,7,0,NaN,NaN,NaN,NaN,7,5,5,5
1055,250.911,NaN,5,22,5,0,NaN,NaN,NaN,NaN,7,5,7,5
1056,237.783,NaN,5,18,5,0,NaN,NaN,NaN,NaN,8,5,5,6
1057,216.713,NaN,5,19,5,0,NaN,NaN,NaN,NaN,10,9,9,9
1058,209.1,NaN,3,30,3,0,NaN,NaN,NaN,NaN,8,7,12,7
1059,202.428,NaN,6,32,6,0,NaN,NaN,NaN,NaN,13,11,14,11
1060,185.588,NaN,5,22,5,0,NaN,NaN,NaN,NaN,7,6,9,7
1061,170.844,NaN,7,25,7,1,1,1,NaN,NaN,9,7,10,7
1062,159.123,NaN,8,23,8,0,NaN,NaN,NaN,NaN,9,7,9,8
1063,148.857,NaN,9,26,9,0,NaN,NaN,NaN,NaN,10,7,7,7
1064,143.315,NaN,13,29,13,0,NaN,NaN,NaN,NaN,12,10,11,11
1065,135.079,NaN,9,19,9,0,NaN,NaN,NaN,NaN,8,7,7,7
1066,134.118,NaN,11,20,11,0,NaN,NaN,NaN,NaN,15,12,12,12
1067,130.481,NaN,16,30,16,0,NaN,NaN,NaN,NaN,13,12,16,12
1068,130.933,NaN,16,29,16,0,NaN,NaN,NaN,NaN,18,12,15,16
1069,127.014,NaN,13,31,13,0,NaN,NaN,NaN,NaN,15,12,12,12
1070,127.726,NaN,14,27,14,0,NaN,NaN,NaN,NaN,17,13,13,14
1071,123.912,NaN,13,27,13,4,4,4,NaN,NaN,15,11,12,11
1072,126.051,NaN,12,33,12,0,NaN,NaN,NaN,NaN,19,11,13,13
1073,126.973,NaN,13,29,13,0,NaN,NaN,NaN,NaN,13,9,10,11
1074,126.431,NaN,12,31,12,0,NaN,NaN,NaN,NaN,14,9,11,10
1075,125.551,NaN,13,33,13,0,NaN,NaN,NaN,NaN,12,10,12,10
1076,131.036,NaN,13,27,13,0,NaN,NaN,NaN,NaN,13,9,12,9
1077,132.654,NaN,15,37,15,0,NaN,NaN,NaN,NaN,16,8,11,8
1078,135.568,NaN,13,26,13,0,NaN,NaN,NaN,NaN,13,9,11,9
1079,134.591,NaN,14,33,14,0,NaN,NaN,NaN,NaN,13,11,13,12
1080,136.258,NaN,17,33,17,0,NaN,NaN,NaN,NaN,13,10,13,11
1081,136.834,NaN,17,31,17,6,6,6,NaN,NaN,18,15,16,16
1082,139.545,NaN,14,35,14,0,NaN,NaN,NaN,NaN,14,10,11,10
1083,153.73,NaN,16,31,16,0,NaN,NaN,NaN,NaN,18,16,18,16
1084,151.97,NaN,12,36,12,0,NaN,NaN,NaN,NaN,19,12,14,12
1085,168.967,NaN,16,32,16,0,NaN,NaN,NaN,NaN,10,10,13,10
1086,174.61,NaN,15,37,15,0,NaN,NaN,NaN,NaN,11,9,12,10
1087,195.377,NaN,20,36,20,0,NaN,NaN,NaN,NaN,14,14,16,14
1088,214.23,NaN,17,35,17,0,NaN,NaN,NaN,NaN,13,11,12,12
1089,214.773,NaN,21,49,21,0,NaN,NaN,NaN,NaN,18,17,21,17
1090,223.552,NaN,15,39,15,0,NaN,NaN,NaN,NaN,17,15,20,17
1091,225.178,NaN,17,43,17,5,5,5,NaN,NaN,18,14,15,14
1092,235.145,NaN,21,46,21,0,NaN,NaN,NaN,NaN,19,16,20,17
1093,237.12,NaN,14,43,14,0,NaN,NaN,NaN,NaN,16,13,19,14
1094,254.228,NaN,16,35,16,0,NaN,NaN,NaN,NaN,14,10,17,11
1095,266.717,NaN,18,36,18,0,NaN,NaN,NaN,NaN,15,13,17,13
1096,276.162,NaN,20,36,20,0,NaN,NaN,NaN,NaN,17,15,18,17
1097,274.649,NaN,16,30,16,0,NaN,NaN,NaN,NaN,18,14,18,16
1098,261.853,NaN,17,41,17,0,NaN,NaN,NaN,NaN,23,20,28,20
1099,250.593,NaN,22,46,22,0,NaN,NaN,NaN,NaN,18,16,19,17
1100,234.13,NaN,20,49,20,0,NaN,NaN,NaN,NaN,21,16,22,18
1101,228.841,NaN,16,36,16,10,10,10,NaN,NaN,18,14,20,16
1102,213.412,NaN,19,42,19,0,NaN,NaN,NaN,NaN,15,15,19,15
1103,203.465,NaN,19,40,19,0,NaN,NaN,NaN,NaN,19,19,26,19
1104,206.654,NaN,20,52,20,0,NaN,NaN,NaN,NaN,29,24,33,25
1105,214.277,NaN,19,36,19,0,NaN,NaN,NaN,NaN,22,17,22,18
1106,221.005,NaN,16,43,16,0,NaN,NaN,NaN,NaN,17,16,20,16
1107,226.69,NaN,14,38,14,0,NaN,NaN,NaN,NaN,12,12,16,12
1108,246.334,NaN,11,30,11,0,NaN,NaN,NaN,NaN,16,10,14,11
1109,265.76,NaN,9,32,9,0,NaN,NaN,NaN,NaN,10,7,8,7
1110,263.896,NaN,17,36,17,0,NaN,NaN,NaN,NaN,13,12,14,12
1111,267.608,NaN,14,39,14,4,4,3,NaN,NaN,15,13,18,14
1112,257.975,NaN,9,32,9,0,NaN,NaN,NaN,NaN,8,8,11,8
1113,265.775,NaN,9,35,9,0,NaN,NaN,NaN,NaN,8,6,11,6
1114,278.432,NaN,10,30,10,0,NaN,NaN,NaN,NaN,10,6,8,6
1115,276.346,NaN,12,26,12,0,NaN,NaN,NaN,NaN,13,7,11,8
1116,276.622,NaN,10,29,10,0,NaN,NaN,NaN,NaN,11,7,11,8
1117,269.956,NaN,10,33,10,0,NaN,NaN,NaN,NaN,14,7,8,9
1118,269.635,NaN,15,26,15,0,NaN,NaN,NaN,NaN,13,8,10,8
1119,270.089,NaN,10,29,10,0,NaN,NaN,NaN,NaN,8,8,9,8
1120,258.183,NaN,10,26,10,0,NaN,NaN,NaN,NaN,8,8,10,8
1121,264.986,NaN,9,23,9,3,3,3,NaN,NaN,15,11,13,12
1122,271.063,NaN,7,17,7,0,NaN,NaN,NaN,NaN,12,7,9,8
1123,260.224,NaN,13,31,13,0,NaN,NaN,NaN,NaN,12,9,11,10
1124,256.994,NaN,12,35,12,0,NaN,NaN,NaN,NaN,11,9,13,11
1125,249.538,NaN,14,45,14,0,NaN,NaN,NaN,NaN,14,10,14,11
1126,264.69,NaN,8,29,8,0,NaN,NaN,NaN,NaN,14,8,13,8
1127,256.067,NaN,11,20,11,0,NaN,NaN,NaN,NaN,8,7,7,7
1128,246.54,NaN,11,25,11,0,NaN,NaN,NaN,NaN,11,8,11,10
1129,241.426,NaN,8,28,8,0,NaN,NaN,NaN,NaN,12,10,14,10
1130,234.692,NaN,8,23,8,0,NaN,NaN,NaN,NaN,8,6,9,6
1131,243.525,NaN,11,23,11,1,1,1,NaN,NaN,12,6,8,8
1132,230.327,NaN,10,21,10,0,NaN,NaN,NaN,NaN,9,6,9,8
1133,211.976,NaN,10,22,10,0,NaN,NaN,NaN,NaN,11,7,8,8
1134,218.572,NaN,10,18,10,0,NaN,NaN,NaN,NaN,11,9,12,9
1135,234.814,NaN,9,18,9,0,NaN,NaN,NaN,NaN,7,7,8,7
1136,249.697,NaN,9,28,9,0,NaN,NaN,NaN,NaN,9,8,11,9
1137,260.085,NaN,9,24,9,0,NaN,NaN,NaN,NaN,12,9,12,10
1138,277.493,NaN,5,23,5,0,NaN,NaN,NaN,NaN,10,6,9,7
1139,284.184,NaN,11,15,11,0,NaN,NaN,NaN,NaN,13,9,9,12
1140,290.887,NaN,12,23,12,0,NaN,NaN,NaN,NaN,15,9,10,9
1141,281.785,NaN,12,21,12,0,0,0,NaN,NaN,9,8,11,8
1142,277.976,NaN,9,21,9,0,NaN,NaN,NaN,NaN,10,5,7,5
1143,288.277,NaN,8,24,8,0,NaN,NaN,NaN,NaN,17,8,13,8
1144,294.505,NaN,6,23,6,0,NaN,NaN,NaN,NaN,6,4,5,5
1145,302.594,NaN,8,17,8,0,NaN,NaN,NaN,NaN,7,5,5,5
1146,310.785,NaN,7,26,7,0,NaN,NaN,NaN,NaN,5,4,4,5
1147,316.89,NaN,12,29,12,0,NaN,NaN,NaN,NaN,16,11,14,12
1148,304.508,NaN,15,34,15,0,NaN,NaN,NaN,NaN,15,12,15,14
1149,281.082,NaN,9,33,9,0,NaN,NaN,NaN,NaN,14,8,10,10
1150,267.09,NaN,11,38,11,0,NaN,NaN,NaN,NaN,13,10,13,11
1151,276.45,NaN,15,26,15,1,1,1,NaN,NaN,20,12,14,13
1152,277.215,NaN,15,27,15,0,NaN,NaN,NaN,NaN,18,10,14,12
1153,282.06,NaN,16,32,16,0,NaN,NaN,NaN,NaN,18,13,19,13
1154,267.617,NaN,12,24,12,0,NaN,NaN,NaN,NaN,20,10,12,11
1155,266.866,NaN,10,26,10,0,NaN,NaN,NaN,NaN,23,12,16,12
1156,275.438,NaN,11,25,11,0,NaN,NaN,NaN,NaN,11,8,10,8
1157,256.204,NaN,10,26,10,0,NaN,NaN,NaN,NaN,12,6,11,6
1158,247.809,NaN,10,16,10,0,NaN,NaN,NaN,NaN,11,6,8,8
1159,227.721,NaN,10,24,10,0,NaN,NaN,NaN,NaN,11,10,14,11
1160,227.257,NaN,12,26,12,0,NaN,NaN,NaN,NaN,11,10,15,10
1161,221.166,NaN,8,25,8,6,6,4,NaN,NaN,10,7,11,8
1162,208.672,NaN,11,22,11,0,NaN,NaN,NaN,NaN,14,9,11,10
1163,207.974,NaN,13,25,13,0,NaN,NaN,NaN,NaN,13,9,13,11
1164,212.414,NaN,14,24,14,0,NaN,NaN,NaN,NaN,12,9,12,9
1165,206.197,NaN,13,21,13,0,NaN,NaN,NaN,NaN,20,12,13,16
1166,203.137,NaN,15,26,15,0,NaN,NaN,NaN,NaN,10,8,10,9
1167,204.575,NaN,14,24,14,0,NaN,NaN,NaN,NaN,21,12,16,13
1168,200.369,NaN,13,19,13,0,NaN,NaN,NaN,NaN,14,11,12,11
1169,212.601,NaN,15,33,15,0,NaN,NaN,NaN,NaN,17,13,17,14
1170,205.244,NaN,17,28,17,0,NaN,NaN,NaN,NaN,18,14,18,15
