frame,mechanism,class,mode,start,accepted,reason,referenceScore,optimizedScore,translationDifferenceM,yawDifferenceDeg,longitudinalDifferenceM,lateralDifferenceM
900,wideSearch,curb,xyz,2,1,accepted,0.308403620470197,0.378118354406406,3.13153732439501,0.937183790265228,3.13153671239473,0.00195780567395704
900,wideSearch,curb,xyz,3,1,accepted,0.308403620470197,0.378118354406279,3.13153653477134,0.937180867190266,3.13153592281687,0.00195773216677261
900,wideSearch,roadMarking,xy,1,1,accepted,0.24007074690211,0.464455118165127,4.90584242530242,1.01073368181867,4.90499876622295,0.0909780481681784
900,wideSearch,roadMarking,xy,2,1,accepted,0.24007074690211,0.464455118165127,4.90584242406149,1.01073368452707,4.90499876499755,0.090978047319055
900,wideSearch,roadMarking,xy,3,1,accepted,0.24007074690211,0.464455118165127,4.90584243085755,1.0107336693983,4.90499877175146,0.0909780496544316
900,wideSearch,roadMarking,xyz,1,1,accepted,0.136455440440424,0.244021654081818,4.55195891017411,0.867654349147503,4.55122261009137,0.0818698559093438
900,wideSearch,roadMarking,xyz,2,1,accepted,0.136455440440424,0.244021654081353,4.55195899739527,0.867665794210976,4.5512227217304,0.0818684992698006
900,wideSearch,roadMarking,xyz,3,1,accepted,0.136455440440424,0.244021654081353,4.55195899780119,0.867665793135758,4.55122272213689,0.0818684992418015
900,wideSearch,pole,xy,1,1,accepted,0.159594486452342,0.161167425393821,0.0749943056973823,0.00505769332793189,-0.0734973758000127,0.0149091125672908
900,wideSearch,pole,xy,2,1,accepted,0.159594486452342,0.161167425393765,0.0749945926406,0.0050575586260477,-0.0734976260803002,0.0149093221136946
900,wideSearch,pole,xy,3,1,accepted,0.159594486452342,0.161167425393765,0.0749945926983061,0.00505755845532666,-0.0734976261383703,0.0149093221176945
900,wideSearch,pole,xyz,1,0,insufficientOverlap,0.0847316400776004,0.0853461942740444,0.0712977295711698,-0.0765322095208703,-0.0653592375320644,0.028487476392809
900,wideSearch,pole,xyz,2,0,insufficientOverlap,0.0847316400776004,0.08534619427384,0.0712996242502775,-0.07653778271483,-0.0653608992581792,0.0284884058239999
900,wideSearch,pole,xyz,3,0,insufficientOverlap,0.0847316400776004,0.0853461942738841,0.071299487511134,-0.0765381024118857,-0.0653608298933715,0.0284882227420404
550,window544to549,all,xy,1,1,accepted,0.286778594905102,0.410529736360288,4.28204140967345,0.712226420048813,-4.28203449957797,0.00769276167360955
550,window544to549,all,xy,2,1,accepted,0.286778594905102,0.410529736360176,4.28203646474736,0.712226965083256,-4.2820295551685,0.00769246966323167
550,window544to549,all,xy,3,1,accepted,0.286778594905102,0.410529736360176,4.28203646472688,0.712226965086525,-4.28202955514792,0.00769246971768012
550,window544to549,all,xyz,1,1,accepted,0.172962903558109,0.351397601212635,4.52579507205311,0.668311207979674,-4.52571576097969,0.0267933767978825
550,window544to549,all,xyz,2,1,accepted,0.172962903558109,0.351397601212088,4.52577623590818,0.668313848138777,-4.52569692863517,0.0267926791003796
550,window544to549,all,xyz,3,1,accepted,0.172962903558109,0.351397601213504,4.52578712795379,0.668317989533532,-4.52570782234703,0.0267924298839142
550,window551to580,all,xy,1,1,accepted,0.106584031720332,0.209659615061838,11.4409133393079,0.071913541987741,11.4303580554418,-0.491337726975643
550,window551to580,all,xy,2,1,accepted,0.106584031720332,0.209659615063495,11.4409022195623,0.0719059530222154,11.4303470216407,-0.491335488698292
550,window551to580,all,xy,3,1,accepted,0.106584031720332,0.209659615063474,11.4408898001555,0.0719051700613801,11.4303346282604,-0.491334616420875
550,window551to580,all,xyz,1,0,insufficientOverlap,0.0572810582024142,0.136769211499489,11.1777125550398,0.325907434822769,11.1660054447259,-0.511449285311784
550,window551to580,all,xyz,2,0,insufficientOverlap,0.0572810582024142,0.136769211500818,11.1776724761792,0.325897992655508,11.1659654848567,-0.511445770072467
550,window551to580,all,xyz,3,0,insufficientOverlap,0.0572810582024142,0.136769211500775,11.1776646203146,0.325897744335177,11.1659576402961,-0.511445343457348
