frame,scans,spanSeconds,components,unfilteredComponents,rejectedSingletons,minimumSupport,meanStability,windowMs
875,3,0.201291470367451,75,238,26,2,0.942222222222222,1.993
876,3,0.1988754785488,73,228,24,2,0.931506849315068,1.985
877,3,0.198916833129402,69,236,43,2,0.932367149758454,2.345
878,3,0.200198825127913,69,229,43,2,0.898550724637681,1.897
879,3,0.200327830612025,72,241,55,2,0.861111111111111,2.266
880,3,0.200273211354641,66,229,54,2,0.883838383838384,1.966
881,3,0.200115595783316,75,243,48,2,0.866666666666666,2.059
882,3,0.200944247945458,67,209,45,2,0.81592039800995,1.844
883,3,0.19983521692869,47,183,62,2,0.858156028368794,1.575
884,3,0.198535798786168,46,168,47,2,0.876811594202898,1.644
885,3,0.199793082073001,57,190,46,2,0.842105263157894,2.061
886,3,0.200212089804694,69,237,56,2,0.8743961352657,2.159
887,3,0.199615439440606,77,249,55,2,0.83982683982684,2.015
888,3,0.201528153816142,80,269,70,2,0.829166666666667,2.194
889,3,0.200464118663817,77,259,64,2,0.844155844155844,2.159
890,3,0.198420057978836,78,280,77,2,0.867521367521368,2.603
891,3,0.199789440789161,89,290,65,2,0.842696629213483,2.542
892,3,0.200394153996015,90,292,70,2,0.822222222222222,2.242
893,3,0.200391553078987,73,278,87,2,0.872146118721461,2.388
894,3,0.200007397635332,84,263,51,2,0.841269841269841,2.449
895,3,0.200497150309957,78,260,59,2,0.858974358974359,2.418
896,3,0.199822472435301,80,246,44,2,0.841666666666667,2.244
897,3,0.198834123968211,69,241,55,2,0.898550724637681,2.268
898,3,0.19948383303948,72,236,51,2,0.856481481481481,2.339
899,3,0.200036787997632,74,252,58,2,0.873873873873874,2.422
900,3,0.200302601716942,80,251,51,2,0.833333333333333,2.423
901,3,0.200967136015223,80,258,52,2,0.858333333333333,2.413
902,3,0.199715314654142,81,254,45,2,0.860082304526749,3.824
903,3,0.199313212883055,80,254,51,2,0.845833333333333,2.402
904,3,0.200388431978567,73,243,47,2,0.894977168949772,2.293
905,3,0.199885934810553,69,225,44,2,0.8743961352657,2.203
906,3,0.200311965018216,68,222,45,2,0.867647058823529,2.013
907,3,0.200355140240731,66,238,60,2,0.898989898989899,2.256
908,3,0.201374959803744,80,244,40,2,0.85,2.265
909,3,0.200034187080618,72,231,39,2,0.888888888888889,2.06
910,3,0.198366218996554,67,210,31,2,0.890547263681592,2.195
911,3,0.199573044493221,64,216,46,2,0.885416666666667,2.265
912,3,0.200163192564744,73,226,38,2,0.858447488584475,2.288
913,3,0.200450853987007,68,227,47,2,0.88235294117647,2.061
914,3,0.200314565935244,65,217,42,2,0.897435897435897,1.962
915,3,0.199212037211026,66,203,28,2,0.883838383838384,1.862
916,3,0.199350405996412,58,201,45,2,0.896551724137931,2.055
917,3,0.200066178359947,51,180,53,2,0.830065359477124,1.729
918,3,0.200334072812879,35,165,69,2,0.914285714285714,1.588
919,3,0.201207200656043,35,135,39,2,0.914285714285714,1.574
920,3,0.20070548376313,36,161,63,2,0.907407407407408,1.797
921,3,0.201152581398659,38,167,66,2,0.885964912280702,1.849
922,3,0.199049739989064,44,175,59,2,0.878787878787879,1.778
923,3,0.198267384149844,39,175,72,2,0.88034188034188,1.793
924,3,0.200187641184726,42,166,58,2,0.857142857142857,1.511
925,3,0.199859405456962,56,187,52,2,0.803571428571429,1.968
926,3,0.200557231493079,36,153,57,2,0.888888888888889,1.573
927,3,0.199783718771727,56,213,76,2,0.81547619047619,2.245
928,3,0.198933999181719,59,205,61,2,0.813559322033898,1.949
929,3,0.199666937597584,82,256,50,2,0.83739837398374,2.093
930,3,0.200166313665179,78,256,60,2,0.837606837606837,2.178
931,3,0.200527320947373,88,271,47,2,0.848484848484849,1.993
932,3,0.200626155794069,85,283,61,2,0.870588235294118,2.551
933,3,0.199958500395368,93,286,53,2,0.835125448028674,2.579
934,3,0.200265408603585,96,294,46,2,0.861111111111111,2.114
935,3,0.199796983448522,87,265,45,2,0.842911877394636,2.18
936,3,0.199263015184584,82,246,40,2,0.83739837398374,2.184
937,3,0.200144726053921,79,252,47,2,0.864978902953586,2.032
938,3,0.200215991180229,78,245,44,2,0.858974358974359,1.851
939,3,0.200704703488043,73,235,45,2,0.867579908675799,2.088
940,3,0.199932751316894,73,224,33,2,0.872146118721461,2.051
941,3,0.199220100053779,74,249,55,2,0.873873873873874,2.008
942,3,0.199968643971758,76,259,61,2,0.868421052631579,1.975
943,3,0.200081523770365,85,268,51,2,0.850980392156863,2.116
944,3,0.200187641184726,83,256,43,2,0.855421686746988,2.23
945,3,0.200295059057595,81,255,41,2,0.880658436213992,2.016
946,3,0.199999854975971,76,243,42,2,0.881578947368421,2.034
947,3,0.200154869630282,74,244,55,2,0.851351351351351,2.267
948,3,0.199580066969162,71,238,55,2,0.859154929577465,2.063
949,3,0.200049532491036,75,250,56,2,0.862222222222222,1.971
950,3,0.200406898489405,71,241,61,2,0.845070422535211,2.211
951,3,0.199609717423172,67,211,52,2,0.791044776119403,2.159
952,3,0.200108573307361,47,172,52,2,0.851063829787234,1.608
953,3,0.199761090793672,47,164,45,2,0.843971631205674,1.767
954,3,0.199224521612706,44,159,47,2,0.848484848484848,1.529
955,3,0.199765512352585,44,159,50,2,0.825757575757576,1.575
956,3,0.200259426494441,45,151,36,2,0.851851851851852,1.662
957,3,0.20015434944689,45,143,30,2,0.837037037037037,3.215
958,3,0.200160331556035,44,165,53,2,0.848484848484848,2.061
959,3,0.201214483223694,38,143,46,2,0.850877192982456,1.712
960,3,0.200825125945997,41,175,68,2,0.869918699186992,1.917
961,3,0.199009425775273,44,153,41,2,0.848484848484848,1.596
962,3,0.199803745832767,45,163,45,2,0.874074074074074,1.347
963,3,0.200285695756321,40,136,33,2,0.858333333333333,1.343
964,3,0.199548075689833,37,157,62,2,0.855855855855856,2.121
965,3,0.200065658176555,54,180,47,2,0.820987654320988,1.936
966,3,0.200289857223567,59,188,50,2,0.779661016949153,1.729
967,3,0.200467239764237,56,182,43,2,0.827380952380952,1.827
968,3,0.199212557394418,49,153,40,2,0.768707482993197,1.295
969,3,0.199078870259669,55,176,50,2,0.763636363636364,1.965
970,3,0.200354620057325,56,177,42,2,0.803571428571428,1.858
971,3,0.200591563597712,61,201,46,2,0.846994535519126,1.932
972,3,0.200608989741752,62,208,51,2,0.844086021505376,2.119
973,3,0.200485186091669,59,207,60,2,0.830508474576271,1.898
974,3,0.200060716434209,68,215,50,2,0.808823529411765,1.76
975,3,0.199139211534501,67,211,42,2,0.840796019900497,2.077
976,3,0.199458083960991,71,219,34,2,0.868544600938967,2.085
977,3,0.199523366978156,69,219,39,2,0.869565217391304,1.797
978,3,0.199683323374813,69,227,44,2,0.884057971014493,1.819
979,3,0.200699761745696,74,237,44,2,0.869369369369369,2.232
980,3,0.201791366618437,77,245,44,2,0.87012987012987,2.164
981,3,0.201091719940422,71,242,48,2,0.910798122065728,2.241
982,3,0.199896338478624,71,237,50,2,0.877934272300469,2.399
983,3,0.200140824678385,73,236,43,2,0.881278538812785,2.118
984,3,0.202115961062376,72,223,35,2,0.87037037037037,1.956
985,3,0.201817375788622,71,225,47,2,0.835680751173709,2.275
986,3,0.200218071913838,64,215,46,2,0.880208333333333,2.788
987,3,0.200152008621572,64,210,47,2,0.848958333333333,1.929
988,3,0.199346244529181,67,213,47,2,0.825870646766169,2.102
989,3,0.19973326098156,70,223,47,2,0.838095238095238,2.18
990,3,0.200060196250817,74,231,48,2,0.824324324324324,2.035
991,3,0.200068779276975,56,222,78,2,0.857142857142857,1.99
992,3,0.200679734684655,65,216,55,2,0.825641025641025,1.819
993,3,0.199675520623742,58,218,64,2,0.885057471264368,1.855
994,3,0.200131981560531,74,229,47,2,0.81981981981982,2.313
995,3,0.200049532491036,66,230,61,2,0.853535353535353,2.102
996,3,0.199119704656852,72,226,43,2,0.847222222222222,1.891
997,3,0.200048492124225,63,210,48,2,0.857142857142857,1.945
998,3,0.200271650804424,57,204,56,2,0.865497076023392,1.592
999,3,0.200767125496483,61,209,44,2,0.901639344262295,1.689
1000,3,0.200428486100662,66,211,37,2,0.878787878787879,1.85
1001,3,0.199502819733709,63,216,50,2,0.878306878306878,3.116
1002,3,0.199370433057453,71,215,39,2,0.826291079812206,2.729
1003,3,0.199758229784948,73,228,44,2,0.840182648401826,1.944
1004,3,0.199830535278068,77,246,43,2,0.878787878787879,1.999
1005,3,0.200171255407511,82,257,43,2,0.869918699186992,2.232
1006,3,0.200360862258165,80,252,44,2,0.866666666666667,1.926
1007,3,0.200230556315532,75,247,48,2,0.884444444444444,2.204
1008,3,0.199847961422094,76,237,45,2,0.842105263157895,1.968
1009,3,0.199676300898858,73,240,52,2,0.858447488584475,2.07
1010,3,0.199785279321929,77,235,39,2,0.848484848484848,1.922
1011,3,0.20002222286233,77,242,43,2,0.861471861471861,1.832
1012,3,0.20056789525286,77,243,43,2,0.865800865800866,1.888
1013,3,0.200140044403284,75,242,43,2,0.884444444444444,1.9
1014,3,0.199595672471276,76,237,34,2,0.890350877192982,2.208
1015,3,0.199774095378757,73,236,44,2,0.876712328767123,2.221
1016,3,0.199819351334881,66,226,47,2,0.904040404040404,1.998
1017,3,0.199893997653319,68,226,44,2,0.892156862745098,2.115
1018,3,0.19999257240832,64,210,36,2,0.90625,1.997
1019,3,0.200671151658497,63,201,38,2,0.862433862433862,1.789
1020,3,0.201176509835221,60,190,34,2,0.866666666666667,1.641
1021,3,0.199127247316213,60,193,34,2,0.883333333333333,1.709
1022,3,0.198707719401099,61,193,38,2,0.846994535519126,1.883
1023,3,0.200096609089073,56,196,49,2,0.875,1.84
1024,3,0.20013094119372,58,184,38,2,0.839080459770115,1.743
1025,3,0.200582980571554,51,170,40,2,0.849673202614379,1.653
1026,3,0.200129640735213,51,148,21,2,0.830065359477124,1.494
1027,3,0.199616739899128,47,143,22,2,0.858156028368794,1.55
1028,3,0.200008698093839,45,169,50,2,0.881481481481481,1.723
1029,3,0.199991011858117,63,193,38,2,0.82010582010582,1.881
1030,3,0.20019674439429,71,219,26,2,0.906103286384976,1.871
1031,3,0.199961881587512,71,226,34,2,0.901408450704225,1.946
1032,3,0.200309884284607,71,238,49,2,0.887323943661972,2.127
1033,3,0.201061029119586,76,244,40,2,0.894736842105263,2.009
1034,3,0.199462765611614,76,248,38,2,0.921052631578947,2.122
1035,3,0.19904687898034,78,249,39,2,0.897435897435897,2.251
1036,3,0.202894155434365,78,249,38,2,0.901709401709402,2.128
1037,3,0.204334543279288,78,250,37,2,0.91025641025641,1.846
1038,3,0.201780442766946,82,249,39,2,0.853658536585366,2.068
1039,3,0.200247982459558,81,259,48,2,0.868312757201646,2.268
1040,3,0.192060035593087,84,261,37,2,0.888888888888889,2.373
1041,3,0.192313104819007,83,264,35,2,0.919678714859438,1.983
1042,3,0.200159551280919,82,244,30,2,0.869918699186992,1.891
1043,3,0.199804005924463,75,245,43,2,0.897777777777778,2.136
1044,3,0.200237318699791,73,243,49,2,0.885844748858447,2.212
1045,3,0.200226134756605,74,261,64,2,0.887387387387387,2.085
1046,3,0.199498918358174,83,267,48,2,0.879518072289157,2.265
1047,3,0.199998294425768,85,276,49,2,0.890196078431373,2.327
1048,3,0.199861486190585,84,269,47,2,0.880952380952381,2.186
1049,3,0.19973976327411,79,260,49,2,0.890295358649789,1.946
1050,3,0.200449553528514,80,251,36,2,0.895833333333333,2.125
1051,3,0.200368925100932,81,252,35,2,0.893004115226338,2.085
1052,3,0.201405650624565,80,253,40,2,0.8875,2.114
1053,3,0.199771494461729,78,248,40,2,0.888888888888889,2.067
1054,3,0.198444766690514,75,245,39,2,0.915555555555555,1.887
1055,3,0.199755108684528,76,241,40,2,0.881578947368421,2.049
1056,3,0.19991090361394,75,247,40,2,0.92,2.192
1057,3,0.200926041526316,83,254,32,2,0.891566265060241,2.12
1058,3,0.200024563687649,83,264,47,2,0.8714859437751,2.227
1059,3,0.199215678494852,89,275,42,2,0.872659176029963,2.397
1060,3,0.199919486640098,87,269,39,2,0.881226053639847,2.323
1061,3,0.199788920605769,86,272,47,2,0.872093023255814,2.439
1062,3,0.200355660424137,88,268,42,2,0.856060606060606,2.313
1063,3,0.200281274197394,89,284,44,2,0.898876404494382,2.335
1064,3,0.199711933462012,88,283,45,2,0.901515151515152,2.197
1065,3,0.201195236437755,94,293,44,2,0.882978723404255,2.669
1066,3,0.199931710950082,94,296,47,2,0.882978723404255,2.539
1067,3,0.198614086388432,95,298,51,2,0.866666666666667,2.244
1068,3,0.200060456342513,94,299,53,2,0.872340425531915,2.317
1069,3,0.200611330567071,91,295,59,2,0.864468864468865,2.17
1070,3,0.200196224210885,94,294,49,2,0.868794326241135,2.237
1071,3,0.200176197149844,91,279,37,2,0.886446886446887,2.354
1072,3,0.200255004935514,92,281,36,2,0.88768115942029,2.466
1073,3,0.199356388105556,86,271,37,2,0.906976744186046,2.407
1074,3,0.199928069666257,88,280,40,2,0.909090909090909,2.459
1075,3,0.200226134756591,82,269,45,2,0.910569105691057,2.307
1076,3,0.199677601357365,90,277,40,2,0.877777777777778,2.222
1077,3,0.200557491584789,86,263,39,2,0.868217054263566,2.229
1078,3,0.200562173235411,86,263,42,2,0.856589147286822,2.278
1079,3,0.199357168380658,83,277,64,2,0.855421686746988,2.524
1080,3,0.199757189418136,91,292,58,2,0.857142857142857,2.626
1081,3,0.200350718681804,89,295,61,2,0.876404494382023,2.195
1082,3,0.199704130710955,90,285,52,2,0.862962962962963,2.79
1083,3,0.200386611336654,87,286,60,2,0.865900383141762,2.535
1084,3,0.200798856684116,87,295,68,2,0.869731800766284,2.396
1085,3,0.200111434316071,80,281,69,2,0.883333333333333,2.298
1086,3,0.199395141769131,76,259,55,2,0.894736842105263,2.235
1087,3,0.198939461107472,70,239,47,2,0.914285714285714,1.899
1088,3,0.200180878800481,78,243,40,2,0.867521367521367,2.139
1089,3,0.200445652152979,80,253,41,2,0.883333333333334,2.283
1090,3,0.200155909997093,80,257,47,2,0.875,2.115
1091,3,0.200566074610933,87,266,40,2,0.865900383141763,2.398
1092,3,0.199582927977886,83,277,61,2,0.867469879518072,2.206
1093,3,0.199384217917654,82,275,66,2,0.849593495934959,2.064
1094,3,0.199920787098606,74,262,67,2,0.878378378378378,2.281
1095,3,0.199721816946692,71,247,57,2,0.892018779342723,2.22
1096,3,0.200368404917526,76,259,60,2,0.87280701754386,2.327
1097,3,0.200410539773216,80,259,51,2,0.866666666666667,1.937
1098,3,0.201942739988922,83,269,51,2,0.875502008032128,2.164
1099,3,0.19969398713458,79,253,51,2,0.852320675105485,2.027
1100,3,0.197966458050786,79,258,51,2,0.873417721518987,2.416
1101,3,0.200389472345378,78,244,48,2,0.837606837606838,2.367
1102,3,0.199892437103102,74,253,56,2,0.887387387387387,2.135
1103,3,0.199569143117685,76,255,52,2,0.890350877192982,2.07
1104,3,0.200363203083484,78,273,64,2,0.893162393162393,2.263
1105,3,0.199905441688202,89,276,53,2,0.835205992509363,2.214
1106,3,0.199659915121643,88,285,64,2,0.837121212121212,2.169
1107,3,0.20005239349976,87,270,50,2,0.842911877394636,2.086
1108,3,0.19970048942713,81,274,59,2,0.88477366255144,2.458
1109,3,0.199888275635871,78,250,58,2,0.82051282051282,1.939
1110,3,0.199934051775401,77,259,59,2,0.865800865800866,2.32
1111,3,0.201573929955671,79,251,49,2,0.852320675105485,2.082
1112,3,0.200362162716672,79,257,48,2,0.881856540084388,2.027
1113,3,0.198455950633701,76,235,35,2,0.87719298245614,2.029
1114,3,0.19965159218718,70,236,48,2,0.895238095238095,2.097
1115,3,0.199982168740249,74,237,49,2,0.846846846846847,1.933
1116,3,0.200110654040969,81,260,55,2,0.843621399176955,2.549
1117,3,0.200642541571284,82,249,41,2,0.845528455284553,2.66
1118,3,0.199959280670484,76,257,55,2,0.885964912280702,2.331
1119,3,0.199671099064815,77,250,44,2,0.891774891774892,2.408
1120,3,0.200138223761371,80,252,41,2,0.879166666666667,2.122
1121,3,0.199970724705381,73,243,47,2,0.894977168949772,2.237
1122,3,0.200520558563113,75,247,51,2,0.871111111111111,2.296
1123,3,0.199768893544714,75,244,46,2,0.88,1.939
1124,3,0.19991090361394,74,238,42,2,0.882882882882883,1.775
1125,3,0.199944195351776,70,243,57,2,0.885714285714286,2.011
1126,3,0.19927315876096,68,240,57,2,0.897058823529412,1.878
1127,3,0.199865127474411,66,238,60,2,0.898989898989899,2.063
1128,3,0.200160071464339,68,226,53,2,0.848039215686274,2.081
1129,3,0.201523992348925,71,236,50,2,0.873239436619718,1.999
1130,3,0.200527841130764,73,245,50,2,0.89041095890411,2.247
1131,3,0.198921774871735,72,241,50,2,0.884259259259259,2.125
1132,3,0.19936861241554,69,236,55,2,0.8743961352657,2.126
1133,3,0.199638587602081,72,248,53,2,0.902777777777778,2.225
1134,3,0.200253444385297,83,261,42,2,0.879518072289157,2.27
1135,3,0.200387391611756,81,253,44,2,0.860082304526749,1.844
1136,3,0.201219685057737,79,249,48,2,0.848101265822785,2.215
1137,3,0.200579599379438,82,256,50,2,0.83739837398374,2.086
1138,3,0.198610445104606,86,270,40,2,0.891472868217054,2.061
1139,3,0.199044798246732,82,266,44,2,0.902439024390244,2.289
1140,3,0.199915325172867,82,260,43,2,0.882113821138211,2.139
1141,3,0.200234197599357,81,261,48,2,0.876543209876543,1.975
1142,3,0.201334125406561,79,266,61,2,0.864978902953586,2.07
1143,3,0.200241220075299,83,260,45,2,0.863453815261044,2.232
1144,3,0.198910070745143,81,274,53,2,0.909465020576132,2.384
1145,3,0.199757969693252,84,264,43,2,0.876984126984127,2.188
1146,3,0.199773315103656,82,253,37,2,0.878048780487805,2.209
1147,3,0.199446639926094,76,225,32,2,0.846491228070175,1.814
1148,3,0.199849782064007,69,229,50,2,0.864734299516908,2.234
1149,3,0.200500531502072,74,236,46,2,0.855855855855856,2.171
1150,3,0.201341147882502,82,254,37,2,0.882113821138211,2.301
1151,3,0.199944715535182,89,272,40,2,0.868913857677903,2.447
1152,3,0.19891189138707,88,275,47,2,0.863636363636364,2.259
1153,3,0.19997670681451,89,281,52,2,0.857677902621723,2.055
1154,3,0.200402997113869,79,260,53,2,0.873417721518987,2.418
1155,3,0.200623294785359,73,257,62,2,0.890410958904109,2.307
1156,3,0.200667510374672,74,245,54,2,0.86036036036036,2.209
1157,3,0.198559727222744,83,255,43,2,0.85140562248996,2.332
1158,3,0.198418497428619,81,254,48,2,0.847736625514403,1.991
1159,3,0.200412360415129,80,255,48,2,0.8625,2.243
1160,3,0.200178798066858,74,236,40,2,0.882882882882883,2.14
1161,3,0.200174896691337,75,238,30,2,0.924444444444445,2.22
1162,3,0.200855036491717,77,232,25,2,0.896103896103896,2.123
1163,3,0.200999127294551,76,231,22,2,0.916666666666667,2.18
1164,3,0.199540793122182,73,210,19,2,0.872146118721461,1.929
1165,3,0.199155857403412,58,193,36,2,0.902298850574713,1.964
1166,3,0.199921307282011,56,172,24,2,0.880952380952381,1.725
1167,3,0.200270090254222,53,175,32,2,0.89937106918239,3.073
1168,3,0.200141084770095,52,172,35,2,0.878205128205128,1.547
1169,3,0.19988099306822,51,173,38,2,0.88235294117647,1.46
1170,3,0.200736694767372,46,162,37,2,0.905797101449275,1.524
